entity_id,site_id,entity_name,entity_status,corresponding_current,persist_id,depth_ref,geology,rock_age,wokam,vegetation_type,land_use,copernicus_lcc,cover_type,cover_thickness,host_rock_trace_elements,drip_water_trace_elements,distance_entrance,speleothem_type,drip_type,drip_height,d13C,d18O,iso_std,d18O_water_equilibrium,d18O_dripwater_carbonate_difference,organics,fluid_inclusions,mineralogy_petrology_fabric,clumped_isotopes,noble_gas_temperatures,C14,ODL,Sr_Ca,Sr_Ca_method,Sr_Ca_std,Sr_Ca_downsampled,Sr_Ca_downsampling_method,Mg_Ca,Mg_Ca_method,Mg_Ca_std,Mg_Ca_downsampled,Mg_Ca_downsampling_method,Ba_Ca,Ba_Ca_method,Ba_Ca_std,Ba_Ca_downsampled,Ba_Ca_downsampling_method,U_Ca,U_Ca_method,U_Ca_std,U_Ca_downsampled,U_Ca_downsampling_method,P_Ca,P_Ca_method,P_Ca_std,P_Ca_downsampled,P_Ca_downsampling_method,Sr_isotopes,Sr_isotopes_method,Sr_isotopes_std,trace_elements_datafile,trace_elements_metadatafile,cave_map,entity_scan,added_in_release_id,last_modified_release_id,data_DOI_URL
685,65,WR12-01,current,,65-WR1201,from top,limestone,Pleistocene,continuous carbonate,evergreen,forest,"closed forest, evergreen broad leaf",unknown,150.0,no,no,,stalagmite,seasonal drip,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/19806
686,65,WR12-12,current,,65-WR1212,from top,limestone,Pleistocene,continuous carbonate,evergreen,forest,"closed forest, evergreen broad leaf",unknown,150.0,no,no,,stalagmite,seasonal drip,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/19806
687,141,SO-4,current,,141-SO4,from top,limestone,Cretaceous,,deciduous,forest,"closed forest, deciduous broad leaf",thin,,no,no,,stalagmite,unknown,40.0,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.nature.com/articles/ngeo1106#supplementary-information
688,141,SO-6,current,,141-SO6,from top,limestone,Cretaceous,,deciduous,forest,"closed forest, deciduous broad leaf",thin,,no,no,,stalagmite,unknown,40.0,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.nature.com/articles/ngeo1106#supplementary-information
689,141,SO-14B,current,,141-SO14B,from top,limestone,Cretaceous,,deciduous,forest,"closed forest, deciduous broad leaf",thin,,no,no,,stalagmite,unknown,40.0,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.nature.com/articles/ngeo1106#supplementary-information
690,160,Soreq-composite185,current,,160-SOREQ185-COMP,not applicable,dolomite,Cretaceous,continuous carbonate,evergreen,forest,shrubs,thin,30.0,yes,yes,20.0,composite,not applicable,,yes,yes,Vienna-PDB,yes,,unknown,yes,yes,yes,unknown,yes,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
691,282,WS-5d,current,,282-WS5D,from top,limestone,Eocene,continuous carbonate,sparse,limited or no use,bare / sparse vegetation,unknown,50.0,no,no,100.0,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
692,70,AB-DC-12_2023,current partially modified,157,70-ABDC12,from top,limestone,Pleistocene,,unknown,unknown,herbaceous vegetation,unknown,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,yes,solution OES-MS,standard stock solutions of known concentrations,No-aliquots of same powder used for stable isotope and trace element measurements,,yes,solution OES-MS,standard stock solutions of known concentrations,No-aliquots of same powder used for stable isotope and trace element measurements,,no,,,,,no,,,,,no,,,,,no,,,no,no,no,yes,1,1,http://www1.ncdc.noaa.gov/pub/data/paleo/speleothem/atlantic/abaco2017dc-12.txt
693,79,Dim-E4_2023,current,,79-DIME4,from top,limestone,Permian,,shrubland,forest,"closed forest, evergreen needle leaf",other (see notes),15.0,yes,no,250.0,stalagmite,mixed,,yes,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,yes,solution ICP-MS,Japanese coral standard JCP-1 doped with single element standards of known concentrations,No-aliquots of same powder used for stable isotope and trace element measurements,,yes,solution ICP-MS,Japanese coral standard JCP-1 doped with single element standards of known concentrations,No-aliquots of same powder used for stable isotope and trace element measurements,,yes,solution ICP-MS,Japanese coral standard JCP-1 doped with single element standards of known concentrations,No-aliquots of same powder used for stable isotope and trace element measurements,,yes,solution ICP-MS,Japanese coral standard JCP-1 doped with single element standards of known concentrations,No-aliquots of same powder used for stable isotope and trace element measurements,,no,,,,,yes,TIMS,SrCO3 (NIST SRM 987),no,no,no,yes,1,1,
694,144,BT-2_2007,current partially modified,312,144-BT2,from top,limestone,unknown,continuous carbonate,evergreen,forest,"closed forest, evergreen broad leaf",thick,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,yes,Electron Microprobe (EPMA),unknown,No-not applicable,,yes,Electron Microprobe (EPMA),unknown,No-not applicable,,no,,,,,no,,,,,no,,,,,no,,,no,no,no,no,1,1,
695,145,CD3-1_HR,current partially modified,696,145-CD31,from top,dolomite limestone,mixed (see notes),continuous carbonate,sparse,unknown,urban / built up,thin,400.0,yes,yes,500.0,flowstone,unknown,10.0,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,yes,LA-ICP-MS,NIST SRM 610,Yes-author downsampled,other (see notes),no,,,,,no,,,,,no,,,,,no,,,yes,no,yes,no,1,1,
696,145,CD3-1_LR,current partially modified,695,145-CD31,from top,dolomite limestone,mixed (see notes),continuous carbonate,sparse,unknown,urban / built up,thin,400.0,yes,yes,500.0,flowstone,unknown,10.0,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,yes,solution ICP-MS,NIST SRM 610,No-aliquots of same powder used for stable isotope and trace element measurements,,no,,,,,no,,,,,no,,,,,no,,,yes,no,yes,no,1,1,
697,266,Vic-III-1,current,,266-VICIII1,from top,dolomite limestone,Triassic,discontinuous carbonate,sparse,other (see notes),shrubs,thin,30.0,no,no,350.0,flowstone,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,yes,1,1,10.25921/cr2s-ax84
698,266,Vic-III-3,current,,266-VICIII3,from top,dolomite limestone,Triassic,discontinuous carbonate,sparse,other (see notes),shrubs,thin,30.0,no,no,350.0,flowstone,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,yes,1,1,10.25921/cr2s-ax84
699,266,SR01t,current,,266-SR01T,from top,dolomite limestone,Triassic,discontinuous carbonate,sparse,other (see notes),shrubs,thin,30.0,no,no,300.0,flowstone,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,yes,1,1,10.25921/cr2s-ax84
700,39,D3_2005,current partially modified,114,39-D3,from top,limestone,Pleistocene,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,100.0,unknown,unknown,300.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
701,39,D4_2005_Kelly,current partially modified,446,39-D4,from top,limestone,Pleistocene,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,100.0,unknown,unknown,500.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
702,120,Andromeda,current,,120-ANDROMEDA,from base,dolomite limestone,Cretaceous,continuous carbonate,shrubland,forest,herbaceous vegetation,thin,10.0,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,yes,solution ICP-AES,standard stock solutions of known concentrations,No-aliquots of same powder used for stable isotope and trace element measurements,,no,,,,,no,,,,,no,,,,,no,,,no,no,yes,yes,1,1,
703,192,ELC-B_2021,current partially modified,593,192-ELCB,from top,unknown,unknown,,unknown,unknown,herbaceous vegetation,unknown,,unknown,unknown,,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
704,115,HOL1,current,,115-HOL1,from base,limestone,Cretaceous,continuous carbonate,sparse,unknown,"open forest, evergreen needle leaf",thin,,unknown,unknown,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,yes,1,1,
705,115,HOL22,current,,115-HOL22,from base,limestone,Cretaceous,continuous carbonate,sparse,unknown,"open forest, evergreen needle leaf",thin,,unknown,unknown,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,yes,1,1,
706,6,MSL_2021,current partially modified,41,6-MSL,from top,unknown,unknown,,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,,,,35.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
707,10,JAR2,current partially modified,447,10-JAR2,from top,dolomite,unknown,continuous carbonate,deciduous,forest,"closed forest, other",patchy,,no,yes,,stalagmite,unknown,10.0,yes,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,no,1,1,10.1594/PANGAEA.905143
708,24,LSF13_2018,current partially modified,711,24-LSF13,from top,limestone,Precambrian,discontinuous carbonate,deciduous,mixed (see notes),herbaceous vegetation,patchy,20.0,no,no,,stalagmite,unknown,3.0,no,yes,Vienna-PDB,unknown,,no,yes,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
709,24,LSF19,current,,24-LSF19,from top,limestone,Precambrian,discontinuous carbonate,deciduous,mixed (see notes),herbaceous vegetation,patchy,20.0,no,no,,stalagmite,unknown,3.0,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,yes,unknown,SrCO3 (NIST SRM 987),no,no,no,yes,1,1,
710,24,LSF17,current,,24-LSF17,from top,limestone,Precambrian,discontinuous carbonate,deciduous,mixed (see notes),herbaceous vegetation,patchy,20.0,no,no,,stalagmite,unknown,3.0,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,
711,24,LSF13_2021,current partially modified,708,24-LSF13,from top,limestone,Precambrian,discontinuous carbonate,deciduous,mixed (see notes),herbaceous vegetation,patchy,20.0,no,no,,stalagmite,unknown,3.0,no,yes,Vienna-PDB,unknown,,no,yes,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
712,3,PAR27,current,,3-PAR27,from top,limestone,Carboniferous,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,,unknown,unknown,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
713,3,PAR15,current,,3-PAR15,from top,limestone,Carboniferous,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,,unknown,unknown,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
714,268,PN-95-5_2018,current,,268-PN955,from top,dolomite limestone,Devonian,,unknown,unknown,herbaceous vegetation,unknown,70.0,unknown,unknown,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,yes,no,no,no,no,no,yes,LA-ICP-MS,other (see notes),Yes-SISAL downsampled,Binned average,yes,LA-ICP-MS,other (see notes),Yes-SISAL downsampled,Binned average,yes,LA-ICP-MS,other (see notes),unknown,Binned average,no,,,,,no,,,,,no,,,no,no,no,no,1,1,
715,87,Candela_2023,current,,87-CANDELA,from top,limestone,Carboniferous,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",patchy,40.0,no,no,400.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,yes,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
716,87,Candela_Base,current,,87-CANDELA,from top,limestone,Carboniferous,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",patchy,40.0,no,no,400.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
717,87,Candela_Main,current,,87-CANDELA,from top,limestone,Carboniferous,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",patchy,40.0,no,no,400.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
718,87,Candela_L,current,,87-CANDELA,from top,limestone,Carboniferous,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",patchy,40.0,no,no,400.0,stalagmite,unknown,,no,no,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
719,87,Laura,current,,87-LAURA,from top,limestone,Carboniferous,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",patchy,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
720,295,Qad_1,current,,295-QAD1,from top,limestone,Cretaceous,,deciduous,forest,,patchy,504.0,no,no,400.0,stalagmite,seepage flow,,yes,yes,Vienna-PDB,yes,,no,no,no,yes,no,no,no,yes,LA-ICP-MS,unknown,No-but different powders used for stable isotope and trace element measurements,,yes,LA-ICP-MS,unknown,No-but different powders used for stable isotope and trace element measurements,,no,,,,,no,,,,,yes,LA-ICP-MS,unknown,No-but different powders used for stable isotope and trace element measurements,,no,,,yes,no,no,no,1,1,
721,295,Qad_2,current,,295-QAD2,from top,limestone,Cretaceous,,deciduous,forest,,patchy,504.0,no,no,400.0,stalagmite,seepage flow,,yes,yes,Vienna-PDB,yes,,no,no,no,yes,no,no,no,yes,LA-ICP-MS,unknown,No-but different powders used for stable isotope and trace element measurements,,yes,LA-ICP-MS,unknown,No-but different powders used for stable isotope and trace element measurements,,no,,,,,no,,,,,yes,LA-ICP-MS,unknown,No-but different powders used for stable isotope and trace element measurements,,no,,,yes,no,no,no,1,1,
722,232,RS1,current,,232-RS1,from top,limestone,Pliocene,continuous carbonate,unknown,unknown,"open forest, other",unknown,10.0,unknown,unknown,,stalagmite,unknown,,yes,yes,Vienna-PDB,yes,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,solution ICP-MS,standard stock solutions of known concentrations,No-but different powders used for stable isotope and trace element measurements,,yes,solution ICP-MS,standard stock solutions of known concentrations,No-but different powders used for stable isotope and trace element measurements,,no,,,,,no,,,,,no,,,,,no,,,yes,no,no,yes,1,1,https://www.ncdc.noaa.gov/paleo/study/29211
723,219,SN35,current,,219-SN35,from top,dolomite limestone,Carboniferous,,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,,no,no,1800.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,
724,219,SN31,current,,219-SN31,from top,dolomite limestone,Carboniferous,,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,,no,no,800.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,
725,219,SN29,current,,219-SN29,from top,dolomite limestone,Carboniferous,,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,,no,no,800.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,
726,219,SN_composite,current,,219-SN-COMP,from top,dolomite limestone,Carboniferous,,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,,no,no,,composite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
727,219,SN17_2021,current,,219-SN17,from top,dolomite limestone,Carboniferous,,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,50.0,no,no,200.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,https://www.ncei.noaa.gov/pub/data/paleo/speleothem/asia/china/shennong2021iso.txt
728,55,7H-12,current,,55-7H12,from top,limestone,Cretaceous,continuous carbonate,mixed (see notes),unknown,herbaceous vegetation,unknown,50.0,unknown,unknown,350.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,yes,1,1,10.1594/PANGAEA.935901
729,58,SPA121_2021,current partially modified,261,58-SPA121,from top,marble,Jurassic,continuous carbonate,other (see notes),other (see notes),bare / sparse vegetation,patchy,20.0,unknown,other (see notes),,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,https://www.ncei.noaa.gov/access/paleo-search/study/33653
730,58,SPA146,current,,58-SPA146,from top,marble,Jurassic,continuous carbonate,other (see notes),other (see notes),bare / sparse vegetation,patchy,20.0,unknown,other (see notes),,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,https://www.ncei.noaa.gov/access/paleo-search/study/33653
731,58,SPA183,current,,58-SPA183,from top,marble,Jurassic,continuous carbonate,other (see notes),other (see notes),bare / sparse vegetation,patchy,20.0,unknown,other (see notes),,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,https://www.ncei.noaa.gov/access/paleo-search/study/33653
732,58,SPA127_2023,current partially modified,141,58-SPA127,from top,marble,Jurassic,continuous carbonate,other (see notes),other (see notes),bare / sparse vegetation,patchy,20.0,unknown,other (see notes),,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,yes,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
733,279,Staircase_composite,current,,279-STAIRCASE-COMP,not applicable,other (see notes),mixed (see notes),,shrubland,mixed (see notes),herbaceous vegetation,thick,,no,no,,composite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
734,236,TBV5,current,,236-TBV5,from top,dolomite,Precambrian,continuous carbonate,unknown,unknown,shrubs,unknown,,no,no,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncei.noaa.gov/access/paleo-search/study/34255
735,236,TBV13,current,,236-TBV13,from top,dolomite,Precambrian,continuous carbonate,unknown,unknown,shrubs,unknown,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,yes,unknown,unknown,Yes-author downsampled,unknown,no,,,,,yes,other (see notes),unknown,Yes-author downsampled,unknown,no,,,,,no,,,,,no,,,no,no,no,no,1,1,https://www.ncei.noaa.gov/access/paleo-search/study/33013
736,69,XL-4,current,,69-XL4,from top,dolomite,Precambrian,discontinuous carbonate,shrubland,limited or no use,"open forest, other",thin,120.0,no,no,30.0,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,yes,yes,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
737,296,S-12-4,current,,296-S124,from top,marble,unknown,,sparse,pasture,herbaceous vegetation,patchy,40.0,no,no,80.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,yes,LA-ICP-MS,other (see notes),No-not applicable,,no,,,,,no,,,,,no,,,,,no,,,yes,no,no,yes,1,1,
738,94,ABC-1,current,,94-ABC1,from top,dolomite limestone,Eocene,continuous carbonate,grassland,farmland,herbaceous vegetation,unknown,100.0,unknown,unknown,1300.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,yes,solution OES-MS,other (see notes),No-but different powders used for stable isotope and trace element measurements,,yes,solution OES-MS,other (see notes),No-but different powders used for stable isotope and trace element measurements,,no,,,,,no,,,,,no,,,,,no,,,yes,no,no,yes,1,1,
739,297,BA18-4,current,,297-BA184,from top,dolomite limestone,Triassic,continuous carbonate,shrubland,forest,"closed forest, other",patchy,10.0,yes,yes,500.0,stalagmite,seasonal drip,10.0,no,yes,Vienna-PDB,yes,,unknown,yes,yes,no,no,no,no,yes,solution ICP-MS,other (see notes),No-not applicable,,yes,solution ICP-MS,other (see notes),No-not applicable,,yes,solution ICP-MS,other (see notes),No-not applicable,,no,,,,,no,,,,,no,,,yes,no,yes,yes,1,1,
