sample_id,d13C_measurement,d13C_precision
100838,-7.97,0.07
100839,-7.9,0.07
100840,-7.76,0.07
100841,-7.97,0.07
100842,-7.81,0.07
100843,-7.93,0.07
100844,-8.21,0.07
100845,-8.22,0.07
100846,-8.24,0.07
100847,-8.25,0.07
100848,-8.33,0.07
100849,-8.25,0.07
100850,-8.5,0.07
100851,-8.43,0.07
100852,-8.44,0.07
100853,-8.21,0.07
100854,-8.2,0.07
100855,-7.94,0.07
100856,-8.07,0.07
100857,-8.12,0.07
100858,-7.93,0.07
100859,-8.15,0.07
100860,-8.27,0.07
100861,-8.4,0.07
100862,-8.22,0.07
100863,-8.09,0.07
100864,-8.13,0.07
100865,-8.37,0.07
100866,-8.27,0.07
100867,-8.21,0.07
100868,-8.3,0.07
100869,-8.12,0.07
100870,-8.06,0.07
100871,-7.95,0.07
100872,-7.87,0.07
100873,-7.96,0.07
100874,-7.68,0.07
100875,-7.88,0.07
100876,-7.6,0.07
100877,-7.76,0.07
100878,-7.96,0.07
100879,-8.17,0.07
100880,-8.28,0.07
100881,-8.29,0.07
100882,-8.46,0.07
100883,-8.35,0.07
100884,-8.58,0.07
100885,-8.68,0.07
100886,-8.76,0.07
100887,-8.74,0.07
100888,-8.77,0.07
100889,-8.79,0.07
100890,-8.78,0.07
100891,-8.83,0.07
100892,-8.93,0.07
100893,-8.71,0.07
100894,-8.82,0.07
100895,-8.82,0.07
100896,-8.59,0.07
100897,-8.5,0.07
100898,-8.63,0.07
100899,-8.62,0.07
100900,-8.37,0.07
100901,-8.31,0.07
100902,-8.18,0.07
100903,-8.22,0.07
100904,-8.02,0.07
100905,-8.14,0.07
100906,-8.14,0.07
100907,-8.3,0.07
100908,-8.46,0.07
100909,-8.4,0.07
100910,-8.37,0.07
100911,-8.4,0.07
100912,-8.43,0.07
100913,-7.96,0.07
100914,-8.5,0.07
100915,-8.4,0.07
100916,-8.29,0.07
100917,-8.45,0.07
100918,-8.45,0.07
100919,-8.43,0.07
100920,-8.52,0.07
100921,-8.45,0.07
100922,-8.33,0.07
100923,-8.12,0.07
100924,-8.0,0.07
100925,-8.13,0.07
100926,-8.27,0.07
100927,-8.13,0.07
100928,-8.17,0.07
100929,-8.23,0.07
100930,-7.68,0.07
100931,-7.7,0.07
100932,-7.32,0.07
100933,-7.55,0.07
100934,-7.54,0.07
100935,-6.95,0.07
100936,-7.77,0.07
100937,-7.8,0.07
100938,-7.36,0.07
100939,-7.96,0.07
100940,-7.51,0.07
100941,-7.91,0.07
100942,-7.85,0.07
100943,-7.78,0.07
100944,-7.85,0.07
100945,-7.97,0.07
100946,-7.77,0.07
100947,-7.69,0.07
100948,-7.5,0.07
100949,-7.42,0.07
100950,-7.98,0.07
100951,-8.13,0.07
100952,-7.92,0.07
100953,-7.59,0.07
100954,-7.82,0.07
100955,-7.53,0.07
100956,-7.48,0.07
100957,-7.99,0.07
100958,-7.17,0.07
100959,-7.45,0.07
100960,-7.85,0.07
100961,-7.76,0.07
100962,-7.85,0.07
100963,-7.85,0.07
100964,-7.77,0.07
100965,-7.94,0.07
100966,-8.18,0.07
100967,-7.83,0.07
100968,-8.04,0.07
100969,-7.74,0.07
100970,-7.87,0.07
100971,-8.09,0.07
100972,-8.05,0.07
100973,-7.76,0.07
100974,-7.75,0.07
100975,-7.39,0.07
100976,-7.87,0.07
100977,-7.46,0.07
100978,-7.47,0.07
100979,-7.45,0.07
100980,-7.2,0.07
100981,-7.3,0.07
100982,-7.24,0.07
100983,-7.51,0.07
100984,-7.42,0.07
100985,-7.64,0.07
100986,-7.54,0.07
100987,-7.5,0.07
100988,-7.68,0.07
100989,-7.63,0.07
100990,-7.44,0.07
100991,-7.21,0.07
100992,-7.39,0.07
100993,-7.2,0.07
100994,-7.53,0.07
100995,-7.16,0.07
100996,-7.7,0.07
100997,-7.49,0.07
100998,-8.08,0.07
100999,-7.34,0.07
101000,-7.21,0.07
101001,-7.4,0.07
101002,-7.48,0.07
101003,-7.27,0.07
101004,-7.34,0.07
101005,-7.5,0.07
101006,-7.27,0.07
101007,-7.14,0.07
101008,-7.21,0.07
101009,-7.29,0.07
101010,-7.16,0.07
101011,-7.1,0.07
101012,-7.05,0.07
101013,-7.22,0.07
101014,-7.47,0.07
101015,-7.36,0.07
101016,-7.46,0.07
101017,-7.34,0.07
101018,-7.31,0.07
101019,-7.31,0.07
101020,-7.36,0.07
101021,-7.43,0.07
101022,-7.38,0.07
101023,-7.56,0.07
101024,-7.6,0.07
101025,-7.6,0.07
101026,-7.73,0.07
101027,-7.87,0.07
101028,-7.78,0.07
101029,-7.75,0.07
101030,-7.66,0.07
101031,-7.67,0.07
101032,-7.76,0.07
101033,-7.63,0.07
101034,-7.61,0.07
101035,-7.3,0.07
101036,-7.22,0.07
101037,-7.26,0.07
101038,-6.77,0.07
101039,-6.75,0.07
101040,-6.82,0.07
101041,-6.72,0.07
101042,-6.47,0.07
101043,-6.11,0.07
101044,-6.34,0.07
101045,-6.39,0.07
101046,-6.15,0.07
101047,-5.97,0.07
101048,-6.53,0.07
101049,-5.87,0.07
101050,-5.32,0.07
101051,-5.41,0.07
101052,-5.45,0.07
101053,-5.96,0.07
101054,-6.23,0.07
101055,-6.48,0.07
101056,-6.8,0.07
101057,-7.35,0.07
101058,-6.98,0.07
101059,-7.06,0.07
101060,-7.03,0.07
101061,-7.32,0.07
101062,-6.98,0.07
101063,-7.62,0.07
101064,-7.01,0.07
101065,-7.19,0.07
101066,-7.18,0.07
101067,-7.17,0.07
101068,-7.13,0.07
101069,-7.15,0.07
101070,-7.63,0.07
101071,-7.3,0.07
101072,-7.29,0.07
101073,-7.41,0.07
101074,-7.65,0.07
101075,-7.8,0.07
101076,-7.79,0.07
101077,-7.75,0.07
101078,-7.42,0.07
101079,-7.52,0.07
101080,-7.37,0.07
101081,-7.46,0.07
101082,-7.15,0.07
101083,-7.51,0.07
101084,-7.46,0.07
101085,-7.45,0.07
101086,-7.44,0.07
101087,-7.58,0.07
101088,-7.44,0.07
101089,-7.38,0.07
101090,-7.33,0.07
101091,-7.38,0.07
101092,-7.53,0.07
101093,-7.53,0.07
101094,-7.71,0.07
101095,-7.69,0.07
101096,-7.69,0.07
101097,-7.82,0.07
101098,-7.93,0.07
101099,-7.99,0.07
101100,-7.98,0.07
101101,-7.54,0.07
101102,-7.69,0.07
101103,-7.75,0.07
101104,-7.94,0.07
101105,-7.85,0.07
101106,-7.93,0.07
101107,-8.06,0.07
101108,-8.16,0.07
101109,-8.16,0.07
101110,-7.99,0.07
101111,-8.02,0.07
101112,-7.65,0.07
101113,-7.82,0.07
101114,-7.81,0.07
101115,-7.6,0.07
101116,-7.34,0.07
101117,-7.71,0.07
101118,-7.47,0.07
101119,-7.52,0.07
101120,-7.56,0.07
101121,-7.96,0.07
101122,-7.76,0.07
101123,-7.61,0.07
101124,-7.68,0.07
101125,-7.65,0.07
101126,-7.67,0.07
101127,-7.51,0.07
101128,-7.72,0.07
101129,-7.31,0.07
101130,-7.47,0.07
101131,-7.51,0.07
101132,-7.47,0.07
101133,-7.53,0.07
101134,-7.49,0.07
101135,-7.45,0.07
101136,-7.59,0.07
101137,-7.5,0.07
101138,-7.34,0.07
101139,-7.3,0.07
101140,-7.37,0.07
101141,-7.52,0.07
101142,-7.42,0.07
101143,-7.38,0.07
101144,-7.35,0.07
101145,-7.21,0.07
101146,-7.65,0.07
101147,-7.56,0.07
101148,-7.64,0.07
101149,-7.78,0.07
101150,-7.65,0.07
101151,-7.72,0.07
101152,-7.56,0.07
101153,-7.61,0.07
101154,-7.77,0.07
101155,-7.78,0.07
101156,-7.76,0.07
101157,-7.79,0.07
101158,-7.75,0.07
101159,-8.06,0.07
101160,-8.0,0.07
101161,-7.96,0.07
101162,-8.14,0.07
101163,-8.13,0.07
101164,-8.04,0.07
101165,-8.1,0.07
101166,-8.0,0.07
101167,-8.05,0.07
101168,-8.36,0.07
101169,-8.22,0.07
101170,-8.1,0.07
101171,-8.31,0.07
101172,-8.35,0.07
101173,-8.2,0.07
101174,-8.26,0.07
101175,-8.41,0.07
101176,-8.29,0.07
101177,-8.23,0.07
101178,-8.32,0.07
101179,-8.23,0.07
101180,-8.34,0.07
101181,-8.34,0.07
101182,-8.3,0.07
101183,-7.96,0.07
101184,-7.8,0.07
101185,-7.17,0.07
101186,-7.04,0.07
101187,-7.19,0.07
101188,-6.87,0.07
101189,-6.97,0.07
101190,-7.07,0.07
101191,-7.03,0.07
101192,-7.11,0.07
101193,-7.62,0.07
101194,-7.54,0.07
101195,-7.65,0.07
101196,-7.78,0.07
101197,-7.76,0.07
101198,-7.92,0.07
101199,-7.7,0.07
101200,-7.85,0.07
101201,-7.68,0.07
101202,-7.79,0.07
101203,-7.7,0.07
101204,-7.81,0.07
101205,-7.93,0.07
101206,-7.91,0.07
101207,-7.99,0.07
101208,-8.03,0.07
101209,-7.8,0.07
101210,-7.99,0.07
101211,-7.71,0.07
101212,-7.61,0.07
101213,-7.77,0.07
101214,-7.44,0.07
101215,-7.59,0.07
101216,-8.03,0.07
101217,-7.71,0.07
101218,-7.67,0.07
101219,-7.25,0.07
101220,-7.16,0.07
101221,-7.3,0.07
101222,-6.81,0.07
101223,-6.76,0.07
101224,-6.37,0.07
101225,-6.68,0.07
101226,-6.94,0.07
101227,-7.66,0.07
101228,-7.34,0.07
101229,-7.38,0.07
101230,-7.44,0.07
101231,-7.73,0.07
101232,-8.11,0.07
101233,-7.56,0.07
101234,-8.11,0.07
101235,-7.71,0.07
101236,-7.8,0.07
101237,-7.05,0.07
101238,-7.26,0.07
101239,-7.1,0.07
101240,-6.84,0.07
101241,-6.51,0.07
101242,-6.4,0.07
101243,-6.88,0.07
101244,-6.92,0.07
101245,-6.95,0.07
101246,-7.0,0.07
101247,-7.16,0.07
101248,-6.81,0.07
101249,-6.95,0.07
101250,-7.69,0.07
101251,-7.52,0.07
101252,-7.67,0.07
101253,-7.83,0.07
101254,-7.42,0.07
101255,-7.14,0.07
101256,-7.33,0.07
101257,-7.39,0.07
101258,-7.45,0.07
101259,-7.52,0.07
101260,-7.56,0.07
101261,-7.65,0.07
101262,-6.76,0.07
101263,-6.97,0.07
101264,-6.83,0.07
101265,-6.94,0.07
101266,-8.45,0.07
101267,-8.0,0.07
101268,-8.05,0.07
101269,-7.87,0.07
101270,-7.97,0.07
101271,-7.97,0.07
101272,-8.02,0.07
101273,-8.1,0.07
101274,-8.04,0.07
101275,-8.1,0.07
101276,-8.06,0.07
101277,-8.03,0.07
101278,-8.1,0.07
101279,-8.05,0.07
101280,-8.02,0.07
101281,-7.97,0.07
101282,-8.06,0.07
101283,-8.12,0.07
101284,-8.02,0.07
101285,-8.1,0.07
101286,-8.17,0.07
101287,-8.13,0.07
101288,-8.27,0.07
101289,-8.13,0.07
101290,-8.06,0.07
101291,-8.03,0.07
101292,-8.09,0.07
101293,-8.05,0.07
101294,-7.87,0.07
101295,-8.08,0.07
101296,-7.98,0.07
101297,-7.99,0.07
101298,-7.88,0.07
101299,-7.99,0.07
101300,-7.88,0.07
101301,-7.94,0.07
101302,-8.06,0.07
101303,-8.03,0.07
101304,-8.08,0.07
101305,-8.15,0.07
101306,-8.08,0.07
101307,-8.11,0.07
101308,-8.17,0.07
101309,-8.15,0.07
101310,-8.16,0.07
101311,-8.27,0.07
101312,-8.18,0.07
101313,-8.08,0.07
101314,-8.04,0.07
101315,-8.03,0.07
101316,-7.94,0.07
101317,-7.98,0.07
101318,-7.97,0.07
101319,-8.02,0.07
101320,-8.09,0.07
101321,-7.92,0.07
101322,-8.01,0.07
101323,-8.31,0.07
101324,-7.66,0.07
101325,-7.81,0.07
101326,-7.81,0.07
101327,-8.08,0.07
101328,-8.08,0.07
101329,-7.94,0.07
101330,-7.95,0.07
101331,-7.97,0.07
101332,-8.05,0.07
101333,-7.98,0.07
101334,-8.03,0.07
101335,-7.87,0.07
101336,-7.67,0.07
101337,-7.69,0.07
101338,-8.07,0.07
101339,-7.92,0.07
101340,-7.82,0.07
101341,-7.77,0.07
101342,-8.27,0.07
101343,-8.11,0.07
101344,-8.05,0.07
101345,-8.2,0.07
101346,-8.18,0.07
101347,-8.13,0.07
101348,-8.07,0.07
101349,-8.36,0.07
101350,-8.33,0.07
101351,-8.13,0.07
101352,-8.03,0.07
101353,-8.13,0.07
101354,-8.07,0.07
101355,-8.04,0.07
101356,-7.94,0.07
101357,-8.15,0.07
101358,-7.95,0.07
101359,-7.98,0.07
101360,-7.92,0.07
101361,-7.94,0.07
101362,-7.97,0.07
101363,-7.99,0.07
101364,-8.26,0.07
101365,-8.14,0.07
101366,-8.0,0.07
101367,-8.11,0.07
101368,-8.27,0.07
101369,-7.9,0.07
101370,-8.29,0.07
101371,-8.12,0.07
101372,-8.17,0.07
101373,-8.29,0.07
101374,-8.11,0.07
101375,-8.17,0.07
101376,-8.2,0.07
101377,-8.18,0.07
101378,-8.14,0.07
101379,-8.34,0.07
101380,-8.06,0.07
101381,-8.16,0.07
101382,-8.44,0.07
101383,-7.95,0.07
101384,-7.92,0.07
101385,-7.87,0.07
101386,-7.96,0.07
101387,-8.11,0.07
101388,-7.92,0.07
101389,-8.0,0.07
101390,-8.08,0.07
101391,-8.16,0.07
101392,-8.37,0.07
101393,-8.05,0.07
101394,-8.07,0.07
101395,-8.17,0.07
101396,-7.96,0.07
101397,-8.15,0.07
101398,-8.31,0.07
101399,-8.14,0.07
101400,-8.13,0.07
101401,-8.29,0.07
101402,-8.49,0.07
101403,-8.16,0.07
101404,-8.19,0.07
101405,-8.23,0.07
101406,-8.41,0.07
101407,-8.34,0.07
101408,-8.39,0.07
101409,-8.17,0.07
101410,-8.47,0.07
101411,-8.09,0.07
101412,-8.04,0.07
101413,-7.89,0.07
101414,-7.9,0.07
101415,-7.76,0.07
101416,-7.64,0.07
101417,-7.63,0.07
101418,-7.67,0.07
101419,-7.42,0.07
101420,-7.42,0.07
101421,-7.41,0.07
101422,-7.39,0.07
101423,-7.29,0.07
101424,-7.27,0.07
101425,-7.25,0.07
101426,-7.24,0.07
101427,-7.48,0.07
101428,-7.31,0.07
101429,-7.25,0.07
101430,-7.27,0.07
101431,-7.39,0.07
101432,-7.35,0.07
101433,-7.0,0.07
101434,-6.9,0.07
101435,-6.84,0.07
101436,-6.68,0.07
101437,-6.68,0.07
101438,-6.76,0.07
101439,-7.1,0.07
101440,-7.17,0.07
101441,-7.38,0.07
101442,-7.36,0.07
101443,-7.21,0.07
101444,-7.13,0.07
101445,-7.15,0.07
101446,-7.16,0.07
101447,-7.4,0.07
101448,-7.41,0.07
101449,-7.54,0.07
101450,-7.55,0.07
101451,-7.55,0.07
101452,-7.65,0.07
101453,-7.69,0.07
101454,-7.74,0.07
101455,-7.66,0.07
101456,-7.49,0.07
101457,-7.67,0.07
101458,-7.81,0.07
101459,-7.41,0.07
101460,-7.32,0.07
101461,-7.3,0.07
101462,-7.74,0.07
101463,-7.59,0.07
101464,-7.69,0.07
101465,-8.02,0.07
101466,-7.6,0.07
101467,-7.69,0.07
101468,-7.64,0.07
101469,-7.73,0.07
101470,-7.94,0.07
101471,-8.03,0.07
101472,-8.07,0.07
101473,-8.31,0.07
101474,-8.37,0.07
101475,-8.24,0.07
101476,-8.4,0.07
101477,-8.35,0.07
101478,-8.1,0.07
101479,-8.22,0.07
101480,-8.32,0.07
101481,-8.21,0.07
101482,-8.3,0.07
101483,-8.37,0.07
101484,-8.35,0.07
101485,-8.41,0.07
101486,-8.41,0.07
101487,-8.36,0.07
101488,-8.39,0.07
101489,-8.39,0.07
101490,-8.47,0.07
101491,-8.35,0.07
101492,-8.42,0.07
101493,-8.39,0.07
101494,-8.39,0.07
101495,-8.3,0.07
101496,-8.13,0.07
101497,-8.14,0.07
101498,-8.32,0.07
101499,-8.05,0.07
101500,-8.12,0.07
101501,-8.21,0.07
101502,-8.16,0.07
101503,-8.27,0.07
101504,-8.14,0.07
101505,-8.16,0.07
101506,-8.19,0.07
101507,-8.24,0.07
101508,-8.37,0.07
101509,-8.38,0.07
101510,-8.37,0.07
101511,-8.29,0.07
101512,-8.3,0.07
101513,-8.42,0.07
101514,-8.43,0.07
101515,-8.44,0.07
101516,-8.41,0.07
101517,-8.35,0.07
101518,-8.36,0.07
101519,-8.44,0.07
101520,-8.41,0.07
101521,-8.44,0.07
101522,-8.47,0.07
101523,-8.36,0.07
101524,-8.39,0.07
101525,-8.4,0.07
101526,-8.34,0.07
101527,-8.36,0.07
101528,-8.2,0.07
101529,-7.88,0.07
101530,-7.89,0.07
101531,-7.91,0.07
101532,-7.88,0.07
101533,-7.69,0.07
101534,-7.7,0.07
101535,-7.53,0.07
101536,-7.68,0.07
101537,-7.67,0.07
101538,-7.68,0.07
101539,-7.58,0.07
101540,-7.55,0.07
101541,-7.43,0.07
101542,-7.4,0.07
101543,-7.57,0.07
101544,-7.61,0.07
101545,-7.53,0.07
101546,-7.48,0.07
101547,-7.3,0.07
101548,-7.38,0.07
101549,-7.51,0.07
101550,-7.56,0.07
101551,-7.67,0.07
101552,-7.61,0.07
101553,-7.6,0.07
101554,-7.62,0.07
101555,-7.68,0.07
101556,-7.69,0.07
101557,-7.65,0.07
101558,-7.7,0.07
101559,-7.66,0.07
101560,-7.64,0.07
101561,-7.64,0.07
101562,-7.55,0.07
101563,-7.59,0.07
101564,-7.57,0.07
101565,-7.45,0.07
101566,-7.44,0.07
101567,-7.4,0.07
101568,-7.31,0.07
101569,-7.36,0.07
101570,-7.3,0.07
101571,-7.37,0.07
101572,-7.37,0.07
101573,-7.41,0.07
101574,-7.41,0.07
101575,-7.48,0.07
101576,-7.46,0.07
101577,-7.54,0.07
101578,-7.33,0.07
101579,-7.44,0.07
101580,-7.51,0.07
101581,-7.48,0.07
101582,-7.47,0.07
101583,-7.44,0.07
101584,-7.38,0.07
101585,-7.35,0.07
101586,-7.34,0.07
101587,-7.34,0.07
101588,-7.27,0.07
101589,-7.09,0.07
101590,-7.15,0.07
101591,-6.97,0.07
101592,-7.07,0.07
101593,-7.15,0.07
101594,-7.14,0.07
101595,-7.29,0.07
101596,-7.4,0.07
101597,-7.31,0.07
101598,-7.29,0.07
101599,-6.52,0.07
101600,-5.73,0.07
101601,-5.7,0.07
101602,-5.96,0.07
101603,-6.5,0.07
101604,-6.81,0.07
101605,-6.95,0.07
101606,-7.11,0.07
101607,-7.45,0.07
101608,-7.67,0.07
101609,-7.68,0.07
101610,-7.79,0.07
101611,-7.8,0.07
101612,-7.74,0.07
101613,-7.79,0.07
101614,-7.94,0.07
101615,-7.91,0.07
101616,-8.01,0.07
101617,-7.97,0.07
101618,-7.88,0.07
101619,-7.88,0.07
101620,-7.9,0.07
101621,-7.66,0.07
101622,-7.66,0.07
101623,-7.52,0.07
101624,-7.73,0.07
101625,-7.6,0.07
101626,-7.58,0.07
101627,-7.61,0.07
101628,-7.56,0.07
101629,-7.38,0.07
101630,-7.41,0.07
101631,-7.41,0.07
101632,-7.44,0.07
101633,-7.52,0.07
101634,-7.45,0.07
101635,-7.38,0.07
101636,-7.57,0.07
101637,-7.56,0.07
101638,-8.18,0.07
101639,-7.81,0.07
101640,-7.57,0.07
101641,-7.72,0.07
101642,-7.53,0.07
101643,-7.69,0.07
101644,-7.39,0.07
101645,-7.36,0.07
101646,-7.47,0.07
101647,-7.63,0.07
101648,-7.6,0.07
101649,-7.45,0.07
101650,-7.72,0.07
101651,-7.77,0.07
101652,-7.85,0.07
101653,-7.65,0.07
101654,-8.0,0.07
101655,-7.69,0.07
101656,-7.92,0.07
101657,-7.95,0.07
101658,-7.78,0.07
101659,-8.02,0.07
101660,-7.94,0.07
101661,-7.77,0.07
101662,-8.19,0.07
101663,-8.11,0.07
101664,-8.25,0.07
101665,-7.94,0.07
101666,-8.35,0.07
101667,-7.88,0.07
101668,-7.62,0.07
101669,-7.88,0.07
101670,-7.83,0.07
101671,-8.05,0.07
101672,-7.73,0.07
101673,-8.06,0.07
101674,-7.82,0.07
101675,-8.33,0.07
101676,-8.09,0.07
101677,-7.8,0.07
101678,-7.88,0.07
101679,-7.88,0.07
101680,-7.96,0.07
101681,-8.03,0.07
101682,-7.97,0.07
101683,-7.92,0.07
101684,-8.02,0.07
101685,-7.96,0.07
101686,-7.96,0.07
101687,-8.08,0.07
101688,-8.14,0.07
101689,-8.07,0.07
101690,-8.06,0.07
101691,-8.12,0.07
101692,-8.1,0.07
101693,-8.11,0.07
101694,-8.23,0.07
101695,-8.13,0.07
101696,-7.92,0.07
101697,-8.0,0.07
101698,-8.03,0.07
101699,-8.13,0.07
101700,-8.18,0.07
101701,-8.29,0.07
101702,-8.35,0.07
101703,-8.32,0.07
101704,-8.4,0.07
101705,-8.32,0.07
101706,-8.3,0.07
101707,-8.36,0.07
101708,-8.21,0.07
101709,-8.21,0.07
101710,-8.08,0.07
101711,-8.09,0.07
101712,-7.96,0.07
101713,-7.84,0.07
101714,-7.95,0.07
101715,-7.85,0.07
101716,-7.83,0.07
101717,-7.87,0.07
101718,-7.95,0.07
101719,-8.1,0.07
101720,-8.12,0.07
101721,-8.2,0.07
101722,-8.26,0.07
101723,-8.21,0.07
101724,-8.2,0.07
101725,-8.19,0.07
101726,-8.18,0.07
101727,-8.33,0.07
101728,-8.34,0.07
101729,-8.38,0.07
101730,-8.32,0.07
101731,-8.28,0.07
101732,-8.34,0.07
101733,-8.35,0.07
101734,-8.27,0.07
101735,-8.53,0.07
101736,-8.75,0.07
101737,-8.84,0.07
101738,-8.9,0.07
101739,-8.98,0.07
101740,-8.84,0.07
101741,-8.93,0.07
101742,-9.03,0.07
101743,-8.8,0.07
101744,-8.81,0.07
101745,-8.76,0.07
101746,-8.86,0.07
101747,-8.78,0.07
101748,-8.66,0.07
101749,-8.71,0.07
101750,-8.62,0.07
101751,-8.53,0.07
101752,-8.62,0.07
101753,-8.43,0.07
101754,-8.56,0.07
101755,-8.53,0.07
101756,-8.59,0.07
101757,-8.67,0.07
101758,-8.78,0.07
101759,-8.76,0.07
101760,-9.02,0.07
101761,-9.18,0.07
101762,-9.18,0.07
101763,-9.42,0.07
101764,-9.27,0.07
101765,-9.12,0.07
101766,-8.93,0.07
101767,-8.94,0.07
101768,-8.77,0.07
101769,-8.92,0.07
101770,-8.83,0.07
101771,-8.57,0.07
101772,-8.71,0.07
101773,-8.63,0.07
101774,-8.55,0.07
101775,-8.57,0.07
101776,-8.48,0.07
101777,-8.49,0.07
101778,-8.35,0.07
101779,-8.08,0.07
101780,-7.97,0.07
101781,-7.84,0.07
101782,-7.74,0.07
101783,-7.78,0.07
101784,-7.73,0.07
101785,-7.71,0.07
101786,-7.77,0.07
101787,-7.85,0.07
101788,-7.98,0.07
101789,-8.09,0.07
101790,-8.05,0.07
101791,-8.16,0.07
101792,-8.24,0.07
101793,-8.15,0.07
101794,-8.39,0.07
101795,-8.59,0.07
101796,-8.83,0.07
101797,-9.28,0.07
101798,-9.26,0.07
101799,-9.08,0.07
101800,-9.07,0.07
101801,-9.29,0.07
101802,-9.19,0.07
101803,-9.07,0.07
101804,-8.86,0.07
101805,-8.77,0.07
101806,-8.84,0.07
101807,-8.93,0.07
101808,-9.23,0.07
101809,-9.47,0.07
101810,-9.16,0.07
101811,-9.03,0.07
101812,-9.08,0.07
101813,-9.13,0.07
101814,-9.1,0.07
101815,-9.1,0.07
101816,-8.9,0.07
101817,-8.89,0.07
101818,-8.7,0.07
101819,-8.87,0.07
101820,-8.77,0.07
101821,-8.81,0.07
101822,-8.65,0.07
101823,-8.58,0.07
101824,-8.5,0.07
101825,-8.53,0.07
101826,-8.57,0.07
101827,-8.38,0.07
101828,-8.54,0.07
101829,-8.85,0.07
101830,-8.75,0.07
101831,-8.79,0.07
101832,-8.72,0.07
101833,-8.58,0.07
101834,-8.63,0.07
101835,-8.56,0.07
101836,-8.57,0.07
101837,-8.4,0.07
101838,-8.41,0.07
101839,-8.22,0.07
101840,-8.29,0.07
101841,-8.19,0.07
101842,-8.08,0.07
101843,-8.08,0.07
101844,-7.95,0.07
101845,-8.07,0.07
101846,-7.93,0.07
101847,-7.83,0.07
101848,-7.81,0.07
101849,-7.74,0.07
101850,-7.86,0.07
101851,-7.94,0.07
101852,-7.75,0.07
101853,-7.96,0.07
101854,-7.93,0.07
101855,-7.94,0.07
101856,-7.84,0.07
101857,-7.82,0.07
101858,-7.72,0.07
101859,-8.01,0.07
101860,-7.84,0.07
101861,-8.0,0.07
101862,-7.81,0.07
101863,-8.11,0.07
101864,-7.85,0.07
101865,-7.68,0.07
101866,-7.6,0.07
101867,-7.69,0.07
101868,-7.49,0.07
101869,-7.75,0.07
101870,-7.77,0.07
101871,-7.74,0.07
101872,-7.89,0.07
101873,-7.88,0.07
101874,-7.9,0.07
101875,-7.82,0.07
101876,-7.88,0.07
101877,-7.76,0.07
101878,-7.68,0.07
101879,-7.65,0.07
101880,-7.62,0.07
101881,-7.74,0.07
101882,-7.66,0.07
101883,-7.67,0.07
101884,-7.64,0.07
101885,-7.69,0.07
101886,-7.81,0.07
101887,-7.81,0.07
101888,-7.83,0.07
101889,-7.94,0.07
101890,-7.23,0.07
101891,-8.32,0.07
101892,-8.48,0.07
101893,-8.31,0.07
101894,-8.44,0.07
101895,-8.67,0.07
101896,-8.96,0.07
101897,-9.14,0.07
101898,-8.97,0.07
101899,-8.84,0.07
101900,-9.03,0.07
101901,-9.48,0.07
101902,-9.5,0.07
101903,-9.25,0.07
101904,-9.18,0.07
101905,-9.28,0.07
101906,-9.24,0.07
101907,-9.22,0.07
101908,-9.31,0.07
101909,-9.24,0.07
101910,-9.5,0.07
101911,-9.63,0.07
101912,-9.73,0.07
101913,-9.85,0.07
101914,-9.86,0.07
101915,-9.83,0.07
101916,-9.93,0.07
101917,-9.86,0.07
101918,-9.96,0.07
101919,-9.96,0.07
101920,-10.08,0.07
101921,-10.04,0.07
101922,-10.18,0.07
101923,-10.02,0.07
101924,-9.94,0.07
101925,-10.08,0.07
101926,-9.86,0.07
101927,-10.0,0.07
101928,-9.62,0.07
101929,-9.48,0.07
101930,-9.2,0.07
101931,-8.96,0.07
101932,-8.95,0.07
101933,-8.85,0.07
101934,-8.9,0.07
101935,-9.15,0.07
101936,-9.9,0.07
101937,-10.01,0.07
101938,-10.05,0.07
101939,-9.66,0.07
101940,-9.91,0.07
101941,-9.78,0.07
101942,-9.99,0.07
101943,-10.11,0.07
101944,-10.2,0.07
101945,-9.84,0.07
101946,-9.66,0.07
101947,-9.57,0.07
101948,-10.03,0.07
101949,-9.66,0.07
101950,-8.92,0.07
101951,-9.08,0.07
101952,-8.71,0.07
101953,-8.9,0.07
101954,-8.91,0.07
101955,-9.51,0.07
101956,-8.77,0.07
101957,-8.72,0.07
101958,-8.84,0.07
101959,-8.62,0.07
101960,-9.12,0.07
101961,-8.93,0.07
101962,-8.72,0.07
101963,-8.64,0.07
101964,-8.57,0.07
101965,-8.53,0.07
101966,-8.79,0.07
101967,-8.51,0.07
101968,-9.18,0.07
101969,-8.87,0.07
101970,-8.88,0.07
101971,-8.67,0.07
101972,-8.62,0.07
101973,-8.34,0.07
101974,-8.34,0.07
101975,-8.55,0.07
101976,-8.51,0.07
101977,-8.4,0.07
101978,-8.27,0.07
101979,-8.56,0.07
101980,-8.57,0.07
101981,-8.86,0.07
101982,-8.78,0.07
101983,-9.06,0.07
101984,-9.35,0.07
101985,-9.15,0.07
101986,-8.95,0.07
101987,-8.66,0.07
101988,-8.47,0.07
101989,-8.54,0.07
101990,-9.04,0.07
101991,-9.14,0.07
101992,-9.34,0.07
101993,-9.46,0.07
101994,-9.48,0.07
101995,-9.31,0.07
101996,-8.99,0.07
101997,-8.51,0.07
101998,-8.54,0.07
101999,-8.41,0.07
102000,-7.92,0.07
102001,-8.11,0.07
102002,-8.54,0.07
