sample_id,d13C_measurement,d13C_precision
102003,-9.02,0.07
102004,-9.32,0.07
102005,-9.47,0.07
102006,-9.53,0.07
102007,-9.77,0.07
102008,-9.63,0.07
102009,-9.46,0.07
102010,-9.13,0.07
102011,-9.42,0.07
102012,-9.48,0.07
102013,-9.43,0.07
102014,-9.12,0.07
102015,-8.99,0.07
102016,-9.09,0.07
102017,-9.32,0.07
102018,-9.44,0.07
102019,-9.76,0.07
102020,-9.7,0.07
102021,-9.52,0.07
102022,-9.39,0.07
102023,-9.04,0.07
102024,-9.02,0.07
102025,-9.01,0.07
102026,-9.05,0.07
102027,-9.18,0.07
102028,-9.01,0.07
102029,-8.76,0.07
102030,-8.35,0.07
102031,-8.08,0.07
102032,-7.98,0.07
102033,-8.1,0.07
102034,-8.27,0.07
102035,-8.15,0.07
102036,-8.19,0.07
102037,-8.01,0.07
102038,-7.97,0.07
102039,-8.27,0.07
102040,-8.37,0.07
102041,-8.32,0.07
102042,-8.22,0.07
102043,-8.18,0.07
102044,-8.41,0.07
102045,-8.04,0.07
102046,-8.3,0.07
102047,-8.14,0.07
102048,-7.99,0.07
102049,-7.98,0.07
102050,-7.86,0.07
102051,-8.04,0.07
102052,-8.39,0.07
102053,-8.11,0.07
102054,-8.2,0.07
102055,-7.9,0.07
102056,-8.15,0.07
102057,-7.6,0.07
102058,-7.61,0.07
102059,-7.81,0.07
102060,-7.92,0.07
102061,-8.13,0.07
102062,-7.92,0.07
102063,-7.87,0.07
102064,-7.99,0.07
102065,-7.94,0.07
102066,-8.17,0.07
102067,-8.29,0.07
102068,-8.6,0.07
102069,-8.44,0.07
102070,-8.5,0.07
102071,-8.42,0.07
102072,-8.73,0.07
102073,-8.66,0.07
102074,-8.79,0.07
102075,-8.49,0.07
102076,-8.34,0.07
102077,-8.16,0.07
102078,-7.94,0.07
102079,-8.32,0.07
102080,-8.15,0.07
102081,-8.33,0.07
102082,-8.15,0.07
102083,-8.05,0.07
102084,-7.83,0.07
102085,-7.93,0.07
102086,-7.95,0.07
102087,-8.01,0.07
102088,-8.31,0.07
102089,-8.29,0.07
102090,-8.23,0.07
102091,-8.07,0.07
102092,-8.07,0.07
102093,-8.07,0.07
102094,-8.47,0.07
102095,-8.28,0.07
102096,-8.48,0.07
102097,-9.19,0.07
102098,-9.14,0.07
102099,-9.64,0.07
102100,-9.66,0.07
102101,-9.27,0.07
102102,-9.46,0.07
102103,-9.32,0.07
102104,-8.79,0.07
102105,-8.9,0.07
102106,-9.02,0.07
102107,-8.57,0.07
102108,-8.47,0.07
102109,-8.46,0.07
102110,-8.34,0.07
102111,-8.39,0.07
102112,-8.47,0.07
102113,-8.54,0.07
102114,-8.48,0.07
102115,-8.27,0.07
102116,-8.24,0.07
102117,-7.97,0.07
102118,-8.01,0.07
102119,-7.81,0.07
102120,-7.61,0.07
102121,-7.5,0.07
102122,-7.5,0.07
102123,-7.6,0.07
102124,-7.54,0.07
102125,-7.72,0.07
102126,-7.7,0.07
102127,-7.86,0.07
102128,-7.9,0.07
102129,-7.91,0.07
102130,-8.05,0.07
102131,-8.08,0.07
102132,-8.35,0.07
102133,-8.17,0.07
102134,-8.17,0.07
102135,-8.39,0.07
102136,-8.4,0.07
102137,-8.31,0.07
102138,-8.45,0.07
102139,-8.62,0.07
102140,-8.48,0.07
102141,-8.5,0.07
102142,-8.33,0.07
102143,-8.34,0.07
102144,-8.32,0.07
102145,-8.19,0.07
102146,-8.29,0.07
102147,-8.09,0.07
102148,-8.21,0.07
102149,-8.14,0.07
102150,-7.97,0.07
102151,-8.27,0.07
102152,-7.9,0.07
102153,-8.05,0.07
102154,-8.15,0.07
102155,-8.07,0.07
102156,-8.09,0.07
102157,-8.0,0.07
102158,-8.37,0.07
102159,-8.5,0.07
102160,-8.24,0.07
102161,-8.14,0.07
102162,-8.09,0.07
102163,-8.08,0.07
102164,-8.19,0.07
102165,-8.16,0.07
102166,-8.17,0.07
102167,-8.1,0.07
102168,-8.02,0.07
102169,-7.94,0.07
102170,-7.96,0.07
102171,-7.89,0.07
102172,-7.81,0.07
102173,-8.06,0.07
102174,-7.77,0.07
102175,-8.11,0.07
102176,-8.48,0.07
102177,-8.24,0.07
102178,-8.04,0.07
102179,-8.33,0.07
102180,-8.35,0.07
102181,-8.17,0.07
102182,-8.73,0.07
102183,-8.09,0.07
102184,-8.04,0.07
102185,-8.15,0.07
102186,-7.93,0.07
102187,-8.57,0.07
102188,-8.14,0.07
102189,-8.18,0.07
102190,-7.73,0.07
102191,-8.22,0.07
102192,-8.13,0.07
102193,-7.9,0.07
102194,-7.73,0.07
102195,-7.76,0.07
102196,-7.86,0.07
102197,-7.79,0.07
102198,-8.13,0.07
102199,-7.89,0.07
102200,-7.96,0.07
102201,-8.04,0.07
102202,-8.14,0.07
102203,-8.26,0.07
102204,-8.26,0.07
102205,-7.72,0.07
102206,-7.56,0.07
102207,-7.88,0.07
102208,-7.75,0.07
102209,-7.68,0.07
102210,-7.8,0.07
102211,-7.94,0.07
102212,-7.79,0.07
102213,-7.66,0.07
102214,-8.05,0.07
102215,-7.73,0.07
102216,-8.0,0.07
102217,-8.11,0.07
102218,-8.26,0.07
102219,-8.44,0.07
102220,-8.37,0.07
102221,-8.32,0.07
102222,-8.53,0.07
102223,-8.29,0.07
102224,-8.11,0.07
102225,-8.13,0.07
102226,-8.01,0.07
102227,-7.97,0.07
102228,-7.92,0.07
102229,-7.88,0.07
102230,-7.99,0.07
102231,-8.14,0.07
102232,-8.17,0.07
102233,-7.84,0.07
102234,-7.94,0.07
102235,-7.94,0.07
102236,-7.94,0.07
102237,-6.84,0.07
102238,-6.88,0.07
102239,-6.69,0.07
102240,-6.14,0.07
102241,-5.25,0.07
102242,-4.97,0.07
102243,-5.0,0.07
102244,-5.04,0.07
102245,-4.64,0.07
102246,-4.73,0.07
102247,-4.83,0.07
102248,-4.71,0.07
102249,-4.87,0.07
102250,-4.66,0.07
102251,-4.56,0.07
102252,-4.39,0.07
102253,-4.34,0.07
102254,-4.22,0.07
102255,-4.28,0.07
102256,-4.2,0.07
102257,-4.25,0.07
102258,-4.51,0.07
102259,-4.75,0.07
102260,-4.83,0.07
102261,-4.96,0.07
102262,-4.96,0.07
102263,-5.1,0.07
102264,-4.83,0.07
102265,-4.61,0.07
102266,-4.66,0.07
102267,-4.39,0.07
102268,-4.18,0.07
102269,-4.34,0.07
102270,-4.35,0.07
102271,-4.47,0.07
102272,-4.42,0.07
102273,-4.55,0.07
102274,-4.63,0.07
102275,-5.04,0.07
102276,-5.14,0.07
102277,-5.75,0.07
102278,-6.1,0.07
102279,-6.68,0.07
102280,-7.03,0.07
102281,-7.55,0.07
102282,-7.37,0.07
102283,-7.51,0.07
102284,-7.57,0.07
102285,-7.55,0.07
102286,-7.55,0.07
102287,-7.58,0.07
102288,-7.51,0.07
102289,-7.36,0.07
102290,-7.25,0.07
102291,-7.2,0.07
102292,-7.06,0.07
102293,-6.94,0.07
102294,-6.63,0.07
102295,-6.32,0.07
102296,-5.91,0.07
102297,-5.86,0.07
102298,-5.73,0.07
102299,-5.58,0.07
102300,-5.59,0.07
102301,-6.29,0.07
102302,-5.74,0.07
102303,-5.53,0.07
102304,-5.81,0.07
102305,-6.14,0.07
102306,-6.23,0.07
102307,-6.25,0.07
102308,-6.34,0.07
102309,-6.61,0.07
102310,-6.82,0.07
102311,-6.51,0.07
102312,-6.88,0.07
102313,-6.72,0.07
102314,-6.75,0.07
102315,-6.84,0.07
102316,-6.9,0.07
102317,-6.87,0.07
102318,-6.86,0.07
102319,-6.73,0.07
102320,-6.7,0.07
102321,-6.59,0.07
102322,-6.4,0.07
102323,-6.26,0.07
102324,-6.82,0.07
102325,-7.2,0.07
102326,-7.4,0.07
102327,-7.65,0.07
102328,-7.7,0.07
102329,-7.89,0.07
102330,-7.75,0.07
102331,-7.72,0.07
102332,-7.68,0.07
102333,-7.62,0.07
102334,-7.44,0.07
102335,-7.54,0.07
102336,-7.77,0.07
102337,-7.89,0.07
102338,-7.84,0.07
102339,-7.99,0.07
102340,-7.95,0.07
102341,-8.0,0.07
102342,-8.04,0.07
102343,-8.28,0.07
102344,-8.33,0.07
102345,-8.38,0.07
102346,-8.43,0.07
102347,-8.78,0.07
102348,-8.83,0.07
102349,-8.82,0.07
102350,-8.95,0.07
102351,-8.97,0.07
102352,-8.99,0.07
102353,-8.92,0.07
102354,-8.97,0.07
102355,-9.01,0.07
102356,-8.88,0.07
102357,-8.92,0.07
102358,-8.97,0.07
102359,-8.9,0.07
102360,-8.82,0.07
102361,-8.87,0.07
102362,-8.78,0.07
102363,-8.61,0.07
102364,-8.56,0.07
102365,-8.63,0.07
102366,-8.67,0.07
102367,-8.61,0.07
102368,-8.51,0.07
102369,-8.73,0.07
102370,-8.6,0.07
102371,-8.69,0.07
102372,-8.9,0.07
102373,-8.95,0.07
102374,-8.77,0.07
102375,-8.76,0.07
102376,-8.69,0.07
102377,-8.66,0.07
102378,-8.65,0.07
102379,-8.43,0.07
102380,-8.51,0.07
102381,-8.5,0.07
102382,-8.45,0.07
102383,-8.41,0.07
102384,-8.38,0.07
102385,-8.39,0.07
102386,-8.35,0.07
102387,-8.3,0.07
102388,-8.22,0.07
102389,-7.99,0.07
102390,-8.23,0.07
102391,-8.24,0.07
102392,-8.21,0.07
102393,-8.3,0.07
102394,-8.17,0.07
102395,-8.38,0.07
102396,-8.33,0.07
102397,-8.29,0.07
102398,-8.35,0.07
102399,-8.21,0.07
102400,-8.07,0.07
102401,-8.16,0.07
102402,-8.06,0.07
102403,-8.14,0.07
102404,-8.15,0.07
102405,-8.21,0.07
102406,-8.32,0.07
102407,-8.29,0.07
102408,-8.19,0.07
102409,-8.22,0.07
102410,-8.29,0.07
102411,-8.35,0.07
102412,-8.37,0.07
102413,-8.34,0.07
102414,-8.33,0.07
102415,-8.43,0.07
102416,-8.42,0.07
102417,-8.47,0.07
102418,-8.55,0.07
102419,-8.49,0.07
102420,-8.55,0.07
102421,-8.5,0.07
102422,-8.5,0.07
102423,-8.58,0.07
102424,-8.59,0.07
102425,-8.59,0.07
102426,-8.6,0.07
102427,-8.54,0.07
102428,-8.56,0.07
102429,-8.68,0.07
102430,-8.51,0.07
102431,-8.59,0.07
102432,-8.72,0.07
102433,-8.51,0.07
102434,-8.56,0.07
102435,-8.59,0.07
102436,-8.46,0.07
102437,-8.58,0.07
102438,-8.59,0.07
102439,-8.68,0.07
102440,-8.66,0.07
102441,-8.51,0.07
102442,-8.73,0.07
102443,-8.65,0.07
102444,-8.49,0.07
102445,-8.66,0.07
102446,-8.62,0.07
102447,-8.46,0.07
102448,-8.61,0.07
102449,-8.62,0.07
102450,-8.46,0.07
102451,-8.25,0.07
102452,-8.22,0.07
102453,-8.31,0.07
102454,-8.19,0.07
102455,-8.26,0.07
102456,-8.14,0.07
102457,-8.28,0.07
102458,-8.23,0.07
102459,-8.33,0.07
102460,-8.3,0.07
102461,-8.44,0.07
102462,-8.46,0.07
102463,-8.44,0.07
102464,-8.47,0.07
102465,-8.31,0.07
102466,-8.47,0.07
102467,-8.36,0.07
102468,-8.35,0.07
102469,-8.22,0.07
102470,-8.28,0.07
102471,-8.18,0.07
102472,-8.36,0.07
102473,-8.15,0.07
102474,-8.29,0.07
102475,-8.15,0.07
102476,-8.23,0.07
102477,-8.31,0.07
102478,-8.26,0.07
102479,-8.54,0.07
102480,-8.29,0.07
102481,-8.46,0.07
102482,-8.24,0.07
102483,-8.45,0.07
102484,-8.1,0.07
102485,-8.2,0.07
102486,-8.04,0.07
102487,-8.02,0.07
102488,-7.97,0.07
102489,-7.99,0.07
102490,-7.68,0.07
102491,-8.03,0.07
102492,-7.82,0.07
102493,-7.99,0.07
102494,-7.66,0.07
102495,-7.93,0.07
102496,-7.78,0.07
102497,-7.53,0.07
102498,-7.69,0.07
102499,-7.35,0.07
102500,-7.58,0.07
102501,-7.54,0.07
102502,-7.59,0.07
102503,-7.59,0.07
102504,-7.57,0.07
102505,-7.6,0.07
102506,-7.61,0.07
102507,-7.43,0.07
102508,-6.91,0.07
102509,-6.58,0.07
102510,-7.37,0.07
102511,-7.31,0.07
102512,-7.61,0.07
102513,-7.55,0.07
102514,-7.7,0.07
102515,-7.64,0.07
102516,-7.9,0.07
102517,-7.79,0.07
102518,-8.03,0.07
102519,-7.79,0.07
102520,-7.98,0.07
102521,-7.7,0.07
102522,-7.86,0.07
102523,-7.77,0.07
102524,-7.78,0.07
102525,-7.54,0.07
102526,-7.65,0.07
102527,-7.64,0.07
102528,-7.54,0.07
102529,-7.75,0.07
102530,-7.55,0.07
102531,-7.64,0.07
102532,-7.59,0.07
102533,-7.6,0.07
102534,-7.74,0.07
102535,-7.53,0.07
102536,-7.93,0.07
102537,-7.85,0.07
102538,-7.85,0.07
102539,-7.95,0.07
102540,-7.86,0.07
102541,-7.9,0.07
102542,-7.67,0.07
102543,-7.64,0.07
102544,-7.74,0.07
102545,-7.8,0.07
102546,-7.81,0.07
102547,-7.91,0.07
102548,-7.9,0.07
102549,-8.18,0.07
102550,-8.05,0.07
102551,-8.21,0.07
102552,-8.21,0.07
102553,-8.38,0.07
102554,-8.38,0.07
102555,-8.38,0.07
102556,-8.37,0.07
102557,-8.33,0.07
102558,-8.37,0.07
102559,-8.25,0.07
102560,-8.16,0.07
102561,-8.08,0.07
102562,-8.1,0.07
102563,-7.95,0.07
102564,-7.86,0.07
102565,-7.84,0.07
102566,-8.2,0.07
102567,-8.29,0.07
102568,-8.03,0.07
102569,-7.9,0.07
102570,-7.98,0.07
102571,-8.24,0.07
102572,-8.2,0.07
102573,-8.24,0.07
102574,-8.11,0.07
102575,-8.04,0.07
102576,-8.0,0.07
102577,-7.89,0.07
102578,-7.85,0.07
102579,-7.61,0.07
102580,-7.59,0.07
102581,-7.56,0.07
102582,-7.57,0.07
102583,-7.29,0.07
102584,-7.27,0.07
102585,-7.33,0.07
102586,-7.62,0.07
102587,-7.37,0.07
102588,-7.27,0.07
102589,-7.36,0.07
102590,-7.26,0.07
102591,-7.17,0.07
102592,-6.92,0.07
102593,-7.02,0.07
102594,-7.04,0.07
102595,-7.08,0.07
102596,-7.46,0.07
102597,-7.46,0.07
102598,-7.57,0.07
102599,-7.74,0.07
102600,-8.03,0.07
102601,-8.24,0.07
102602,-8.37,0.07
102603,-8.52,0.07
102604,-8.61,0.07
102605,-8.76,0.07
102606,-8.79,0.07
102607,-8.95,0.07
102608,-9.01,0.07
102609,-9.05,0.07
102610,-9.09,0.07
102611,-9.22,0.07
102612,-9.13,0.07
102613,-9.12,0.07
102614,-9.26,0.07
102615,-9.13,0.07
102616,-9.35,0.07
102617,-9.55,0.07
102618,-9.48,0.07
102619,-9.05,0.07
102620,-9.32,0.07
102621,-9.19,0.07
102622,-9.43,0.07
102623,-9.5,0.07
102624,-9.26,0.07
102625,-9.25,0.07
102626,-9.26,0.07
102627,-9.37,0.07
102628,-9.03,0.07
102629,-9.18,0.07
102630,-9.0,0.07
102631,-9.13,0.07
102632,-9.0,0.07
102633,-9.11,0.07
102634,-9.03,0.07
102635,-9.3,0.07
102636,-9.11,0.07
102637,-9.54,0.07
102638,-9.22,0.07
102639,-9.21,0.07
102640,-9.24,0.07
102641,-8.99,0.07
102642,-9.17,0.07
102643,-8.6,0.07
102644,-8.61,0.07
102645,-8.73,0.07
102646,-8.78,0.07
102647,-8.74,0.07
102648,-8.65,0.07
102649,-8.53,0.07
102650,-8.42,0.07
102651,-8.34,0.07
102652,-8.34,0.07
102653,-8.4,0.07
102654,-8.1,0.07
102655,-8.27,0.07
102656,-8.32,0.07
102657,-8.33,0.07
102658,-8.48,0.07
102659,-8.46,0.07
102660,-8.8,0.07
102661,-8.56,0.07
102662,-8.52,0.07
102663,-8.08,0.07
102664,-8.13,0.07
102665,-8.07,0.07
102666,-8.02,0.07
102667,-8.17,0.07
102668,-8.34,0.07
102669,-8.46,0.07
102670,-8.43,0.07
102671,-8.89,0.07
102672,-8.84,0.07
102673,-8.98,0.07
102674,-8.64,0.07
102675,-8.67,0.07
102676,-8.55,0.07
102677,-8.82,0.07
102678,-8.45,0.07
102679,-9.02,0.07
102680,-8.53,0.07
102681,-8.77,0.07
102682,-8.85,0.07
102683,-8.56,0.07
102684,-8.47,0.07
102685,-8.39,0.07
102686,-8.36,0.07
102687,-8.08,0.07
102688,-8.08,0.07
102689,-8.19,0.07
102690,-8.07,0.07
102691,-8.13,0.07
102692,-8.23,0.07
102693,-8.33,0.07
102694,-8.26,0.07
102695,-8.5,0.07
102696,-8.21,0.07
102697,-8.39,0.07
102698,-8.2,0.07
102699,-8.36,0.07
102700,-8.11,0.07
102701,-8.34,0.07
102702,-8.13,0.07
102703,-8.33,0.07
102704,-8.37,0.07
102705,-8.22,0.07
102706,-8.27,0.07
102707,-8.12,0.07
102708,-8.24,0.07
102709,-7.96,0.07
102710,-8.09,0.07
102711,-8.07,0.07
102712,-8.06,0.07
102713,-8.09,0.07
102714,-8.03,0.07
102715,-8.11,0.07
102716,-8.05,0.07
102717,-8.28,0.07
102718,-8.19,0.07
102719,-8.2,0.07
102720,-8.19,0.07
102721,-8.06,0.07
102722,-8.08,0.07
102723,-8.23,0.07
102724,-8.02,0.07
102725,-8.08,0.07
102726,-7.94,0.07
102727,-8.13,0.07
102728,-8.16,0.07
102729,-8.19,0.07
102730,-8.18,0.07
102731,-8.03,0.07
102732,-8.06,0.07
102733,-8.0,0.07
102734,-8.04,0.07
102735,-8.03,0.07
102736,-8.14,0.07
102737,-8.04,0.07
102738,-7.98,0.07
102739,-8.19,0.07
102740,-8.26,0.07
102741,-8.34,0.07
102742,-8.54,0.07
102743,-8.58,0.07
102744,-8.55,0.07
102745,-8.39,0.07
102746,-8.32,0.07
102747,-8.18,0.07
102748,-8.34,0.07
102749,-8.24,0.07
102750,-8.14,0.07
102751,-8.38,0.07
102752,-8.23,0.07
102753,-8.07,0.07
102754,-8.06,0.07
102755,-8.0,0.07
102756,-8.3,0.07
102757,-8.06,0.07
102758,-8.29,0.07
102759,-8.13,0.07
102760,-7.96,0.07
102761,-8.25,0.07
102762,-8.2,0.07
102763,-8.06,0.07
102764,-8.33,0.07
102765,-8.38,0.07
102766,-8.39,0.07
102767,-8.38,0.07
102768,-8.0,0.07
102769,-8.6,0.07
102770,-8.62,0.07
102771,-8.74,0.07
102772,-8.82,0.07
102773,-8.97,0.07
102774,-8.9,0.07
102775,-8.92,0.07
102776,-8.81,0.07
102777,-8.59,0.07
102778,-8.72,0.07
102779,-8.65,0.07
102780,-8.58,0.07
102781,-8.68,0.07
102782,-8.59,0.07
102783,-8.51,0.07
102784,-8.35,0.07
102785,-8.22,0.07
102786,-8.37,0.07
102787,-8.34,0.07
102788,-8.36,0.07
102789,-8.37,0.07
102790,-8.41,0.07
102791,-8.49,0.07
102792,-8.41,0.07
102793,-8.38,0.07
102794,-8.32,0.07
102795,-8.36,0.07
102796,-8.3,0.07
102797,-8.42,0.07
102798,-8.31,0.07
102799,-8.22,0.07
102800,-8.28,0.07
102801,-8.23,0.07
102802,-8.22,0.07
102803,-8.11,0.07
102804,-8.15,0.07
102805,-8.23,0.07
102806,-8.28,0.07
102807,-8.34,0.07
102808,-8.31,0.07
102809,-8.37,0.07
102810,-8.24,0.07
102811,-8.38,0.07
102812,-8.34,0.07
102813,-8.41,0.07
102814,-8.23,0.07
102815,-8.33,0.07
102816,-8.23,0.07
102817,-8.38,0.07
102818,-8.49,0.07
102819,-8.73,0.07
102820,-8.86,0.07
102821,-8.53,0.07
102822,-8.56,0.07
102823,-8.4,0.07
102824,-8.6,0.07
102825,-8.66,0.07
102826,-9.0,0.07
102827,-8.92,0.07
102828,-8.84,0.07
102829,-8.76,0.07
102830,-8.59,0.07
102831,-8.42,0.07
102832,-8.51,0.07
102833,-8.62,0.07
102834,-8.85,0.07
102835,-8.92,0.07
102836,-8.97,0.07
102837,-8.9,0.07
102838,-8.67,0.07
102839,-8.49,0.07
102840,-8.38,0.07
102841,-8.44,0.07
102842,-8.51,0.07
102843,-8.55,0.07
102844,-8.53,0.07
102845,-8.64,0.07
102846,-8.6,0.07
102847,-8.74,0.07
102848,-8.4,0.07
102849,-8.26,0.07
102850,-8.21,0.07
102851,-8.24,0.07
102852,-8.55,0.07
102853,-8.72,0.07
102854,-8.96,0.07
102855,-8.85,0.07
102856,-8.77,0.07
102857,-8.8,0.07
102858,-8.87,0.07
102859,-8.64,0.07
102860,-8.53,0.07
102861,-8.59,0.07
102862,-8.63,0.07
102863,-8.51,0.07
102864,-8.53,0.07
102865,-8.44,0.07
102866,-8.12,0.07
102867,-7.83,0.07
102868,-7.97,0.07
102869,-8.19,0.07
102870,-8.0,0.07
102871,-8.26,0.07
102872,-8.42,0.07
102873,-8.44,0.07
102874,-8.44,0.07
102875,-8.36,0.07
102876,-8.56,0.07
102877,-8.46,0.07
102878,-8.34,0.07
102879,-8.4,0.07
102880,-8.65,0.07
102881,-8.61,0.07
102882,-8.63,0.07
102883,-8.54,0.07
102884,-8.49,0.07
102885,-8.35,0.07
102886,-8.6,0.07
102887,-8.39,0.07
102888,-8.55,0.07
102889,-8.55,0.07
102890,-8.7,0.07
102891,-8.71,0.07
102892,-8.64,0.07
102893,-8.7,0.07
102894,-8.63,0.07
102895,-8.61,0.07
102896,-8.4,0.07
102897,-8.63,0.07
102898,-8.49,0.07
102899,-8.42,0.07
102900,-8.34,0.07
102901,-8.32,0.07
102902,-8.0,0.07
102903,-8.25,0.07
102904,-8.18,0.07
102905,-8.21,0.07
102906,-8.17,0.07
102907,-8.27,0.07
102908,-8.05,0.07
102909,-7.72,0.07
102910,-7.43,0.07
102911,-7.13,0.07
102912,-7.05,0.07
102913,-7.07,0.07
102914,-7.15,0.07
102915,-7.13,0.07
102916,-7.58,0.07
102917,-7.75,0.07
102918,-7.96,0.07
102919,-8.12,0.07
102920,-8.46,0.07
102921,-8.4,0.07
102922,-8.75,0.07
102923,-8.74,0.07
102924,-8.77,0.07
102925,-8.84,0.07
102926,-8.93,0.07
102927,-9.17,0.07
102928,-9.05,0.07
102929,-8.97,0.07
102930,-9.22,0.07
102931,-9.03,0.07
102932,-8.95,0.07
102933,-9.02,0.07
102934,-8.69,0.07
102935,-8.74,0.07
102936,-8.45,0.07
102937,-8.41,0.07
102938,-8.33,0.07
102939,-8.61,0.07
102940,-8.63,0.07
102941,-8.71,0.07
102942,-8.77,0.07
102943,-8.64,0.07
102944,-8.8,0.07
102945,-8.69,0.07
102946,-8.75,0.07
102947,-8.81,0.07
102948,-8.7,0.07
102949,-8.75,0.07
102950,-8.6,0.07
102951,-8.72,0.07
102952,-8.72,0.07
102953,-8.48,0.07
102954,-8.57,0.07
102955,-8.77,0.07
102956,-8.84,0.07
102957,-8.88,0.07
102958,-9.1,0.07
102959,-9.27,0.07
102960,-9.3,0.07
102961,-9.44,0.07
102962,-9.41,0.07
102963,-9.68,0.07
102964,-9.52,0.07
102965,-9.45,0.07
102966,-9.4,0.07
102967,-9.08,0.07
102968,-9.29,0.07
102969,-9.29,0.07
102970,-9.51,0.07
102971,-9.47,0.07
102972,-9.22,0.07
102973,-9.37,0.07
102974,-9.1,0.07
102975,-8.63,0.07
102976,-8.94,0.07
102977,-8.71,0.07
102978,-8.84,0.07
102979,-8.63,0.07
102980,-8.72,0.07
102981,-8.64,0.07
102982,-8.67,0.07
102983,-8.48,0.07
102984,-8.44,0.07
102985,-8.58,0.07
102986,-8.57,0.07
102987,-8.59,0.07
102988,-8.41,0.07
102989,-8.69,0.07
102990,-8.67,0.07
102991,-8.82,0.07
102992,-8.8,0.07
102993,-8.65,0.07
102994,-8.86,0.07
102995,-8.83,0.07
102996,-8.72,0.07
102997,-8.88,0.07
102998,-8.62,0.07
102999,-8.92,0.07
103000,-8.74,0.07
103001,-8.74,0.07
103002,-8.87,0.07
103003,-8.93,0.07
103004,-8.8,0.07
103005,-8.85,0.07
103006,-8.68,0.07
103007,-8.58,0.07
103008,-8.75,0.07
103009,-8.55,0.07
103010,-8.68,0.07
103011,-8.64,0.07
103012,-8.56,0.07
103013,-8.71,0.07
103014,-8.78,0.07
103015,-8.75,0.07
103016,-8.84,0.07
103017,-8.65,0.07
103018,-8.85,0.07
103019,-8.76,0.07
103020,-8.7,0.07
103021,-8.89,0.07
103022,-8.82,0.07
103023,-8.9,0.07
103024,-8.92,0.07
103025,-8.91,0.07
103026,-9.02,0.07
103027,-8.95,0.07
103028,-9.14,0.07
103029,-9.07,0.07
103030,-9.01,0.07
103031,-9.2,0.07
103032,-9.19,0.07
103033,-9.23,0.07
103034,-9.11,0.07
103035,-9.06,0.07
103036,-9.38,0.07
103037,-9.43,0.07
103038,-9.53,0.07
103039,-9.65,0.07
103040,-9.78,0.07
103041,-9.66,0.07
103042,-9.71,0.07
103043,-9.71,0.07
103044,-9.59,0.07
103045,-9.45,0.07
103046,-9.35,0.07
103047,-9.56,0.07
103048,-9.4,0.07
103049,-9.35,0.07
103050,-9.34,0.07
103051,-9.24,0.07
103052,-9.07,0.07
103053,-8.97,0.07
103054,-9.03,0.07
103055,-8.71,0.07
103056,-8.82,0.07
103057,-8.68,0.07
103058,-8.8,0.07
103059,-8.71,0.07
103060,-8.61,0.07
103061,-8.63,0.07
103062,-8.78,0.07
103063,-8.74,0.07
103064,-8.44,0.07
103065,-8.46,0.07
103066,-8.54,0.07
103067,-8.99,0.07
103068,-8.61,0.07
103069,-8.47,0.07
103070,-8.46,0.07
103071,-8.61,0.07
103072,-8.21,0.07
103073,-8.13,0.07
103074,-8.19,0.07
103075,-8.23,0.07
103076,-8.18,0.07
103077,-8.21,0.07
103078,-8.37,0.07
103079,-8.34,0.07
103080,-8.35,0.07
103081,-8.47,0.07
103082,-8.59,0.07
103083,-8.6,0.07
103084,-8.74,0.07
103085,-8.77,0.07
103086,-8.81,0.07
103087,-8.97,0.07
103088,-8.97,0.07
103089,-8.72,0.07
103090,-8.88,0.07
103091,-9.21,0.07
103092,-9.25,0.07
103093,-9.19,0.07
103094,-9.36,0.07
103095,-9.46,0.07
103096,-9.64,0.07
103097,-9.71,0.07
103098,-9.66,0.07
103099,-9.74,0.07
103100,-9.77,0.07
103101,-9.97,0.07
103102,-10.13,0.07
103103,-10.01,0.07
103104,-9.88,0.07
103105,-9.49,0.07
103106,-9.62,0.07
103107,-9.3,0.07
103108,-9.37,0.07
103109,-9.31,0.07
103110,-9.36,0.07
103111,-9.43,0.07
103112,-9.54,0.07
103113,-9.56,0.07
103114,-9.61,0.07
103115,-9.35,0.07
103116,-9.57,0.07
103117,-9.74,0.07
103118,-9.69,0.07
103119,-9.79,0.07
103120,-9.88,0.07
103121,-10.14,0.07
103122,-9.98,0.07
103123,-10.03,0.07
103124,-9.97,0.07
103125,-9.98,0.07
103126,-10.11,0.07
103127,-9.7,0.07
103128,-9.96,0.07
103129,-9.8,0.07
103130,-9.6,0.07
103131,-9.69,0.07
103132,-9.56,0.07
103133,-9.61,0.07
103134,-9.1,0.07
103135,-9.43,0.07
103136,-9.48,0.07
103137,-9.41,0.07
103138,-9.49,0.07
103139,-9.49,0.07
103140,-9.15,0.07
103141,-9.09,0.07
103142,-9.07,0.07
103143,-9.13,0.07
103144,-9.02,0.07
103145,-9.23,0.07
103146,-9.35,0.07
103147,-9.31,0.07
103148,-9.34,0.07
103149,-9.44,0.07
103150,-9.62,0.07
103151,-9.61,0.07
103152,-9.56,0.07
103153,-9.52,0.07
103154,-9.53,0.07
103155,-9.45,0.07
103156,-9.0,0.07
103157,-8.92,0.07
103158,-8.71,0.07
103159,-8.63,0.07
103160,-8.41,0.07
103161,-8.49,0.07
103162,-8.45,0.07
103163,-8.26,0.07
103164,-8.26,0.07
103165,-8.24,0.07
103166,-8.22,0.07
103167,-8.12,0.07
