dating_id,entity_id,date_type,depth_dating,dating_thickness,lab_num,material_dated,min_weight,max_weight,uncorr_age,uncorr_age_uncert_pos,uncorr_age_uncert_neg,14C_correction,calib_used,date_used,238U_content,238U_uncertainty,232Th_content,232Th_uncertainty,230Th_content,230Th_uncertainty,230Th_232Th_ratio,230Th_232Th_ratio_uncertainty,230Th_238U_activity,230Th_238U_activity_uncertainty,234U_238U_activity,234U_238U_activity_uncertainty,ini_230Th_232Th_ratio,ini_230Th_232Th_ratio_uncertainty,decay_constant,corr_age,corr_age_uncert_pos,corr_age_uncert_neg,date_used_lin_interp,date_used_lin_reg,date_used_Bchron,date_used_Bacon,date_used_OxCal,date_used_copRa,date_used_StalAge
5223,321,MC-ICP-MS U/Th,4.2,,FS-13,calcite,50.0,200.0,13620.0,72.0,72.0,,,yes,905.0,2.0,63000000.0,53000000.0,,,7814.0,6580.0,0.1793,0.0009,1.52,0.001,,,Cheng et al. 2000,13557.0,72.0,72.0,yes,,,,,yes,yes
5224,321,MC-ICP-MS U/Th,5.0,,FS-14,calcite,50.0,200.0,13756.0,61.0,61.0,,,yes,873.0,2.0,617000000.0,44000000.0,,,787.0,56.0,0.182,0.0007,1.527,0.002,,,Cheng et al. 2000,13672.0,62.0,62.0,yes,,,,,yes,yes
5225,321,MC-ICP-MS U/Th,6.9,,FS-15,calcite,50.0,200.0,14159.0,181.0,181.0,,,yes,934.0,7.0,225000000.0,60000000.0,,,2324.0,625.0,0.1827,0.0015,1.502,0.004,,,Cheng et al. 2000,14044.0,183.0,183.0,yes,,,,,yes,yes
5226,321,MC-ICP-MS U/Th,8.0,,FS-16,calcite,50.0,200.0,14067.0,128.0,128.0,,,yes,881.0,3.0,1395000000.0,27000000.0,,,354.0,8.0,0.1835,0.0022,1.499,0.003,,,Cheng et al. 2000,13999.0,128.0,128.0,yes,,,,,yes,yes
5227,321,MC-ICP-MS U/Th,8.8,,FS-17,calcite,50.0,200.0,14084.0,67.0,67.0,,,yes,911.0,3.0,59000000.0,47000000.0,,,8730.0,6968.0,0.1853,0.0008,1.521,0.002,,,Cheng et al. 2000,14022.0,67.0,67.0,yes,,,,,yes,yes
5228,321,MC-ICP-MS U/Th,9.5,,FS2-9_3mm,calcite,40.0,100.0,14151.0,83.0,83.0,,,yes,929.0,2.0,58.0,95.0,,,9017.0,14682.0,0.1843,0.001,1.5016,0.0017,,,Cheng et al. 2000,14089.0,83.0,83.0,yes,,,,,yes,yes
5229,321,MC-ICP-MS U/Th,10.3,,FS-18,calcite,50.0,200.0,14442.0,76.0,76.0,,,yes,890.0,3.0,74000000.0,44000000.0,,,6864.0,4138.0,0.1863,0.0009,1.494,0.002,,,Cheng et al. 2000,14379.0,76.0,76.0,yes,,,,,yes,yes
5230,321,MC-ICP-MS U/Th,10.6,,FS-19,calcite,50.0,200.0,14579.0,69.0,69.0,,,yes,893.0,2.0,162000000.0,48000000.0,,,3167.0,929.0,0.1883,0.0008,1.496,0.001,,,Cheng et al. 2000,14513.0,69.0,69.0,yes,,,,,yes,yes
5231,321,MC-ICP-MS U/Th,10.9,,FS2-10_7mm,calcite,40.0,100.0,14603.0,143.0,143.0,,,yes,901.0,2.0,58.0,91.0,,,8899.0,13943.0,0.1877,0.0017,1.4854,0.0017,,,Cheng et al. 2000,14540.0,143.0,143.0,yes,,,,,yes,yes
5232,321,MC-ICP-MS U/Th,12.4,,FS-2,calcite,50.0,200.0,14748.0,65.0,65.0,,,yes,903.0,2.0,46000000.0,46000000.0,,,11574.0,11715.0,0.1911,0.0008,1.502,0.001,,,Cheng et al. 2000,14686.0,65.0,65.0,yes,,,,,yes,yes
5233,321,MC-ICP-MS U/Th,12.6,,FS2-12_4mm,calcite,40.0,100.0,14815.0,185.0,185.0,,,yes,927.0,2.0,27.0,87.0,,,19818.0,62585.0,0.192,0.0022,1.4986,0.0016,,,Cheng et al. 2000,14753.0,185.0,185.0,yes,,,,,yes,yes
5234,321,MC-ICP-MS U/Th,14.2,,FS2-14_2mm,calcite,40.0,100.0,14853.0,81.0,81.0,,,yes,861.0,2.0,22.0,108.0,,,23392.0,115396.0,0.194,0.001,1.51,0.0017,,,Cheng et al. 2000,14792.0,81.0,81.0,yes,,,,,yes,yes
5235,321,MC-ICP-MS U/Th,14.6,,FS-20,calcite,50.0,200.0,15155.0,107.0,107.0,,,yes,909.0,2.0,233000000.0,59000000.0,,,2379.0,604.0,0.1993,0.0013,1.527,0.001,,,Cheng et al. 2000,15087.0,107.0,107.0,yes,,,,,yes,yes
5236,321,MC-ICP-MS U/Th,15.9,,FS2-16_0mm,calcite,40.0,100.0,15058.0,74.0,74.0,,,yes,1026.0,3.0,37.0,90.0,,,16767.0,40958.0,0.1965,0.0009,1.5103,0.0017,,,Cheng et al. 2000,14997.0,74.0,74.0,yes,,,,,yes,yes
5237,321,MC-ICP-MS U/Th,16.3,,FS-21,calcite,50.0,200.0,15598.0,111.0,111.0,,,no,987.0,2.0,423000000.0,127000000.0,,,1460.0,438.0,0.2045,0.0013,1.525,0.001,,,Cheng et al. 2000,15523.0,111.0,111.0,no,,,,,no,no
5238,321,MC-ICP-MS U/Th,17.5,,FS-22,calcite,50.0,200.0,15829.0,71.0,71.0,,,no,1020.0,3.0,89000000.0,37000000.0,,,7258.0,3020.0,0.2078,0.0009,1.528,0.001,,,Cheng et al. 2000,15766.0,71.0,71.0,no,,,,,no,no
5239,321,MC-ICP-MS U/Th,18.5,,FS-23,calcite,50.0,200.0,15878.0,81.0,81.0,,,yes,951.0,2.0,881000000.0,48000000.0,,,688.0,38.0,0.2086,0.001,1.529,0.001,,,Cheng et al. 2000,15786.0,82.0,82.0,yes,,,,,yes,yes
5240,321,MC-ICP-MS U/Th,19.9,,FS-24,calcite,50.0,200.0,16171.0,73.0,73.0,,,yes,1167.0,3.0,23000000.0,61000000.0,,,34275.0,92909.0,0.2163,0.0009,1.559,0.001,,,Cheng et al. 2000,16111.0,73.0,73.0,yes,,,,,yes,yes
5241,321,MC-ICP-MS U/Th,20.2,,FS2-19_7mm,calcite,40.0,100.0,16122.0,81.0,81.0,,,yes,1039.0,3.0,27.0,52.0,,,25314.0,48974.0,0.2125,0.001,1.5314,0.0022,,,Cheng et al. 2000,16061.0,81.0,81.0,yes,,,,,yes,yes
5242,321,MC-ICP-MS U/Th,22.2,,FS-25,calcite,50.0,200.0,17119.0,75.0,75.0,,,yes,1033.0,3.0,31000000.0,48000000.0,,,23577.0,36904.0,0.2305,0.001,1.575,0.002,,,Cheng et al. 2000,17058.0,75.0,75.0,yes,,,,,yes,yes
5243,321,MC-ICP-MS U/Th,22.7,,FS-26,calcite,50.0,200.0,17233.0,82.0,82.0,,,yes,1040.0,2.0,459000000.0,58000000.0,,,1570.0,197.0,0.2268,0.001,1.54,0.001,,,Cheng et al. 2000,17158.0,82.0,82.0,yes,,,,,yes,yes
5244,321,MC-ICP-MS U/Th,24.3,,FS-27,calcite,50.0,200.0,18141.0,79.0,79.0,,,yes,984.0,2.0,47000000.0,46000000.0,,,14844.0,14543.0,0.2334,0.0009,1.512,0.001,,,Cheng et al. 2000,18080.0,79.0,79.0,yes,,,,,yes,yes
5245,321,MC-ICP-MS U/Th,24.5,,FS2-24_2mm,calcite,40.0,100.0,17779.0,77.0,77.0,,,yes,1010.0,3.0,513.0,49.0,,,1384.0,133.0,0.23,0.0009,1.5137,0.0011,,,Cheng et al. 2000,17700.0,78.0,78.0,yes,,,,,yes,yes
5246,321,MC-ICP-MS U/Th,26.3,,FS-28,calcite,50.0,200.0,19155.0,81.0,81.0,,,yes,1071.0,2.0,111000000.0,45000000.0,,,7210.0,2910.0,0.2453,0.0009,1.511,0.001,,,Cheng et al. 2000,19091.0,81.0,81.0,yes,,,,,yes,yes
5247,321,MC-ICP-MS U/Th,27.3,,FS-29,calcite,50.0,200.0,19650.0,92.0,92.0,,,yes,1038.0,3.0,16000000.0,49000000.0,,,48856.0,146310.0,0.2522,0.0011,1.517,0.001,,,Cheng et al. 2000,19589.0,92.0,92.0,yes,,,,,yes,yes
5248,321,MC-ICP-MS U/Th,28.2,,FS2-27_8mm,calcite,40.0,100.0,19773.0,129.0,129.0,,,yes,1025.0,3.0,686.0,60.0,,,1160.0,101.0,0.254,0.0014,1.5147,0.0038,,,Cheng et al. 2000,19688.0,130.0,130.0,yes,,,,,yes,yes
5249,321,MC-ICP-MS U/Th,28.5,,FS-3,calcite,50.0,200.0,20706.0,109.0,109.0,,,no,1061.0,3.0,235000000.0,151000000.0,,,3646.0,2342.0,0.2643,0.0012,1.515,0.003,,,Cheng et al. 2000,20639.0,109.0,109.0,no,,,,,no,no
5250,321,MC-ICP-MS U/Th,30.5,,FS-30,calcite,50.0,200.0,21222.0,100.0,100.0,,,yes,1134.0,3.0,91000000.0,46000000.0,,,10159.0,5168.0,0.2677,0.0011,1.501,0.001,,,Cheng et al. 2000,21159.0,100.0,100.0,yes,,,,,yes,yes
5251,321,MC-ICP-MS U/Th,32.0,,FS2-31_8mm,calcite,40.0,100.0,21878.0,96.0,96.0,,,yes,1101.0,3.0,41.0,62.0,,,22534.0,34299.0,0.2748,0.0011,1.4939,0.0009,,,Cheng et al. 2000,21817.0,96.0,96.0,yes,,,,,yes,yes
5252,321,MC-ICP-MS U/Th,32.3,,FS-31,calcite,50.0,200.0,22102.0,99.0,99.0,,,yes,1145.0,3.0,140000000.0,58000000.0,,,6880.0,2862.0,0.2753,0.0011,1.487,0.001,,,Cheng et al. 2000,22038.0,99.0,99.0,yes,,,,,yes,yes
5253,321,MC-ICP-MS U/Th,33.2,,FS-32,calcite,50.0,200.0,22690.0,102.0,102.0,,,yes,1114.0,3.0,49000000.0,49000000.0,,,19413.0,19413.0,0.2789,0.0011,1.472,0.001,,,Cheng et al. 2000,22629.0,102.0,102.0,yes,,,,,yes,yes
5254,321,MC-ICP-MS U/Th,34.2,,FS-33,calcite,50.0,200.0,23882.0,106.0,106.0,,,yes,1104.0,3.0,29000000.0,52000000.0,,,34159.0,60764.0,0.2982,0.0012,1.501,0.001,,,Cheng et al. 2000,23821.0,106.0,106.0,yes,,,,,yes,yes
5255,321,MC-ICP-MS U/Th,35.5,,FS-34,calcite,50.0,200.0,26123.0,122.0,122.0,,,yes,1063.0,3.0,62000000.0,62000000.0,,,16851.0,16851.0,0.3231,0.0013,1.501,0.001,,,Cheng et al. 2000,26061.0,122.0,122.0,yes,,,,,yes,yes
5256,321,MC-ICP-MS U/Th,35.8,,FS2-35_3mm,calcite,40.0,100.0,25459.0,132.0,132.0,,,yes,1058.0,3.0,76.0,66.0,,,13651.0,11854.0,0.3208,0.0014,1.5195,0.0026,,,Cheng et al. 2000,25397.0,132.0,132.0,yes,,,,,yes,yes
5257,322,MC-ICP-MS U/Th,0.8,,FS-1,calcite,50.0,200.0,12349.0,76.0,76.0,,,yes,832.0,3.0,4246000000.0,66000000.0,,,105.0,2.0,0.1753,0.001,1.629,0.002,,,Cheng et al. 2000,12128.0,111.0,111.0,,,,,,,
5258,322,MC-ICP-MS U/Th,1.4,,FS-10,calcite,50.0,200.0,12694.0,61.0,61.0,,,yes,924.0,2.0,1906000000.0,52000000.0,,,265.0,7.0,0.1787,0.0007,1.618,0.004,,,Cheng et al. 2000,12571.0,69.0,69.0,,,,,,,
5259,322,MC-ICP-MS U/Th,2.3,,FS-11,calcite,50.0,200.0,13138.0,73.0,73.0,,,yes,924.0,3.0,1590000000.0,88000000.0,,,315.0,17.0,0.1771,0.0009,1.552,0.003,,,Cheng et al. 2000,13023.0,79.0,79.0,,,,,,,
5260,322,MC-ICP-MS U/Th,3.3,,FS-12,calcite,50.0,200.0,13605.0,86.0,86.0,,,yes,791.0,2.0,567000000.0,88000000.0,,,777.0,120.0,0.1824,0.0011,1.547,0.001,,,Cheng et al. 2000,13523.0,87.0,87.0,,,,,,,
5261,322,MC-ICP-MS U/Th,4.2,,FS-13,calcite,50.0,200.0,13620.0,72.0,72.0,,,yes,905.0,2.0,63000000.0,53000000.0,,,7814.0,6580.0,0.1793,0.0009,1.52,0.001,,,Cheng et al. 2000,13560.0,72.0,72.0,,,,,,,
5262,322,MC-ICP-MS U/Th,5.0,,FS-14,calcite,50.0,200.0,13756.0,61.0,61.0,,,yes,873.0,2.0,617000000.0,44000000.0,,,787.0,56.0,0.182,0.0007,1.527,0.002,,,Cheng et al. 2000,13675.0,62.0,62.0,,,,,,,
5263,322,MC-ICP-MS U/Th,6.9,,FS-15,calcite,50.0,200.0,14159.0,181.0,181.0,,,yes,934.0,7.0,225000000.0,60000000.0,,,2324.0,625.0,0.1827,0.0015,1.502,0.004,,,Cheng et al. 2000,14047.0,183.0,183.0,,,,,,,
5264,322,MC-ICP-MS U/Th,8.0,,FS-16,calcite,50.0,200.0,14067.0,128.0,128.0,,,yes,881.0,3.0,1395000000.0,27000000.0,,,354.0,8.0,0.1835,0.0022,1.499,0.003,,,Cheng et al. 2000,14002.0,128.0,128.0,,,,,,,
5265,322,MC-ICP-MS U/Th,8.8,,FS-17,calcite,50.0,200.0,14084.0,67.0,67.0,,,yes,911.0,3.0,59000000.0,47000000.0,,,8730.0,6968.0,0.1853,0.0008,1.521,0.002,,,Cheng et al. 2000,14025.0,67.0,67.0,,,,,,,
5266,322,MC-ICP-MS U/Th,10.3,,FS-18,calcite,50.0,200.0,14442.0,76.0,76.0,,,yes,890.0,3.0,74000000.0,44000000.0,,,6864.0,4138.0,0.1863,0.0009,1.494,0.002,,,Cheng et al. 2000,14382.0,76.0,76.0,,,,,,,
5267,322,MC-ICP-MS U/Th,10.6,,FS-19,calcite,50.0,200.0,14579.0,69.0,69.0,,,yes,893.0,2.0,162000000.0,48000000.0,,,3167.0,929.0,0.1883,0.0008,1.496,0.001,,,Cheng et al. 2000,14516.0,69.0,69.0,,,,,,,
5268,322,MC-ICP-MS U/Th,12.4,,FS-2,calcite,50.0,200.0,14748.0,65.0,65.0,,,yes,903.0,2.0,46000000.0,46000000.0,,,11574.0,11715.0,0.1911,0.0008,1.502,0.001,,,Cheng et al. 2000,14689.0,65.0,65.0,,,,,,,
5269,322,MC-ICP-MS U/Th,14.6,,FS-20,calcite,50.0,200.0,15155.0,107.0,107.0,,,yes,909.0,2.0,233000000.0,59000000.0,,,2379.0,604.0,0.1993,0.0013,1.527,0.001,,,Cheng et al. 2000,15090.0,107.0,107.0,,,,,,,
5270,322,MC-ICP-MS U/Th,16.3,,FS-21,calcite,50.0,200.0,15598.0,111.0,111.0,,,yes,987.0,2.0,423000000.0,127000000.0,,,1460.0,438.0,0.2045,0.0013,1.525,0.001,,,Cheng et al. 2000,15526.0,111.0,111.0,,,,,,,
5271,322,MC-ICP-MS U/Th,17.5,,FS-22,calcite,50.0,200.0,15829.0,71.0,71.0,,,yes,1020.0,3.0,89000000.0,37000000.0,,,7258.0,3020.0,0.2078,0.0009,1.528,0.001,,,Cheng et al. 2000,15769.0,71.0,71.0,,,,,,,
5272,322,MC-ICP-MS U/Th,18.5,,FS-23,calcite,50.0,200.0,15878.0,81.0,81.0,,,yes,951.0,2.0,881000000.0,48000000.0,,,688.0,38.0,0.2086,0.001,1.529,0.001,,,Cheng et al. 2000,15789.0,82.0,82.0,,,,,,,
5273,322,MC-ICP-MS U/Th,19.9,,FS-24,calcite,50.0,200.0,16171.0,73.0,73.0,,,yes,1167.0,3.0,23000000.0,61000000.0,,,34275.0,92909.0,0.2163,0.0009,1.559,0.001,,,Cheng et al. 2000,16114.0,73.0,73.0,,,,,,,
5274,322,MC-ICP-MS U/Th,22.2,,FS-25,calcite,50.0,200.0,17119.0,75.0,75.0,,,yes,1033.0,3.0,31000000.0,48000000.0,,,23577.0,36904.0,0.2305,0.001,1.575,0.002,,,Cheng et al. 2000,17061.0,75.0,75.0,,,,,,,
5275,322,MC-ICP-MS U/Th,22.7,,FS-26,calcite,50.0,200.0,17233.0,82.0,82.0,,,yes,1040.0,2.0,459000000.0,58000000.0,,,1570.0,197.0,0.2268,0.001,1.54,0.001,,,Cheng et al. 2000,17161.0,82.0,82.0,,,,,,,
5276,322,MC-ICP-MS U/Th,24.3,,FS-27,calcite,50.0,200.0,18141.0,79.0,79.0,,,yes,984.0,2.0,47000000.0,46000000.0,,,14844.0,14543.0,0.2334,0.0009,1.512,0.001,,,Cheng et al. 2000,18083.0,79.0,79.0,,,,,,,
5277,322,MC-ICP-MS U/Th,26.3,,FS-28,calcite,50.0,200.0,19155.0,81.0,81.0,,,yes,1071.0,2.0,111000000.0,45000000.0,,,7210.0,2910.0,0.2453,0.0009,1.511,0.001,,,Cheng et al. 2000,19094.0,81.0,81.0,,,,,,,
5278,322,MC-ICP-MS U/Th,27.3,,FS-29,calcite,50.0,200.0,19650.0,92.0,92.0,,,yes,1038.0,3.0,16000000.0,49000000.0,,,48856.0,146310.0,0.2522,0.0011,1.517,0.001,,,Cheng et al. 2000,19592.0,92.0,92.0,,,,,,,
5279,322,MC-ICP-MS U/Th,28.5,,FS-3,calcite,50.0,200.0,20706.0,109.0,109.0,,,yes,1061.0,3.0,235000000.0,151000000.0,,,3646.0,2342.0,0.2643,0.0012,1.515,0.003,,,Cheng et al. 2000,20642.0,109.0,109.0,,,,,,,
5280,322,MC-ICP-MS U/Th,30.5,,FS-30,calcite,50.0,200.0,21222.0,100.0,100.0,,,yes,1134.0,3.0,91000000.0,46000000.0,,,10159.0,5168.0,0.2677,0.0011,1.501,0.001,,,Cheng et al. 2000,21162.0,100.0,100.0,,,,,,,
5281,322,MC-ICP-MS U/Th,32.3,,FS-31,calcite,50.0,200.0,22102.0,99.0,99.0,,,yes,1145.0,3.0,140000000.0,58000000.0,,,6880.0,2862.0,0.2753,0.0011,1.487,0.001,,,Cheng et al. 2000,22041.0,99.0,99.0,,,,,,,
5282,322,MC-ICP-MS U/Th,33.2,,FS-32,calcite,50.0,200.0,22690.0,102.0,102.0,,,yes,1114.0,3.0,49000000.0,49000000.0,,,19413.0,19413.0,0.2789,0.0011,1.472,0.001,,,Cheng et al. 2000,22632.0,102.0,102.0,,,,,,,
5283,322,MC-ICP-MS U/Th,34.2,,FS-33,calcite,50.0,200.0,23882.0,106.0,106.0,,,yes,1104.0,3.0,29000000.0,52000000.0,,,34159.0,60764.0,0.2982,0.0012,1.501,0.001,,,Cheng et al. 2000,23824.0,106.0,106.0,,,,,,,
5284,322,MC-ICP-MS U/Th,35.5,,FS-34,calcite,50.0,200.0,26123.0,122.0,122.0,,,yes,1063.0,3.0,62000000.0,62000000.0,,,16851.0,16851.0,0.3231,0.0013,1.501,0.001,,,Cheng et al. 2000,26064.0,122.0,122.0,,,,,,,
5285,322,MC-ICP-MS U/Th,36.6,,FS-35,calcite,50.0,200.0,26755.0,174.0,174.0,,,yes,1091.0,3.0,101000000.0,75000000.0,,,10813.0,7956.0,0.329,0.0014,1.496,0.006,,,Cheng et al. 2000,26695.0,174.0,174.0,,,,,,,
5286,322,MC-ICP-MS U/Th,38.8,,FS-36,calcite,50.0,200.0,26962.0,118.0,118.0,,,yes,1088.0,3.0,163000000.0,57000000.0,,,6787.0,2358.0,0.3334,0.0013,1.505,0.001,,,Cheng et al. 2000,26900.0,118.0,118.0,,,,,,,
5287,322,MC-ICP-MS U/Th,43.0,,FS-37,calcite,50.0,200.0,30654.0,148.0,148.0,,,yes,992.0,2.0,62000000.0,32000000.0,,,18679.0,9654.0,0.3827,0.0016,1.541,0.001,,,Cheng et al. 2000,30595.0,148.0,148.0,,,,,,,
5288,322,MC-ICP-MS U/Th,43.3,,FS-38,calcite,50.0,200.0,30433.0,210.0,210.0,,,yes,955.0,2.0,80000000.0,49000000.0,,,13858.0,8578.0,0.3798,0.0023,1.587,0.001,,,Cheng et al. 2000,30373.0,210.0,210.0,,,,,,,
5289,322,MC-ICP-MS U/Th,46.0,,FS-39,calcite,50.0,200.0,32075.0,162.0,162.0,,,yes,911.0,2.0,103000000.0,54000000.0,,,10453.0,5491.0,0.3872,0.0017,1.546,0.001,,,Cheng et al. 2000,32014.0,162.0,162.0,,,,,,,
5290,322,MC-ICP-MS U/Th,48.0,,FS-4,calcite,50.0,200.0,32093.0,168.0,168.0,,,yes,867.0,2.0,531000000.0,531000000.0,,,1874.0,1874.0,0.3754,0.0017,1.454,0.001,,,Cheng et al. 2000,32014.0,168.0,168.0,,,,,,,
5291,322,MC-ICP-MS U/Th,48.5,,FS-40,calcite,50.0,200.0,32453.0,172.0,172.0,,,yes,900.0,2.0,81000000.0,45000000.0,,,12884.0,7172.0,0.3795,0.0017,1.499,0.002,,,Cheng et al. 2000,32393.0,172.0,172.0,,,,,,,
5292,322,MC-ICP-MS U/Th,51.0,,FS-41,calcite,50.0,200.0,32466.0,172.0,172.0,,,yes,988.0,3.0,33000000.0,44000000.0,,,35476.0,47810.0,0.3851,0.0018,1.522,0.001,,,Cheng et al. 2000,32408.0,172.0,172.0,,,,,,,
5293,322,MC-ICP-MS U/Th,52.7,,FS-42,calcite,50.0,200.0,33289.0,164.0,164.0,,,yes,1012.0,3.0,43000000.0,48000000.0,,,28612.0,31891.0,0.3968,0.0017,1.488,0.001,,,Cheng et al. 2000,33230.0,164.0,164.0,,,,,,,
5294,322,MC-ICP-MS U/Th,54.0,,FS-43,calcite,50.0,200.0,33131.0,164.0,164.0,,,yes,943.0,2.0,203000000.0,44000000.0,,,5668.0,1218.0,0.3998,0.0017,1.554,0.001,,,Cheng et al. 2000,33067.0,164.0,164.0,,,,,,,
5295,322,MC-ICP-MS U/Th,57.0,,FS-44,calcite,50.0,200.0,33423.0,177.0,177.0,,,yes,846.0,2.0,51000000.0,46000000.0,,,19651.0,17667.0,0.3902,0.0017,1.504,0.002,,,Cheng et al. 2000,33364.0,177.0,177.0,,,,,,,
5296,322,MC-ICP-MS U/Th,58.6,,FS-45,calcite,50.0,200.0,33773.0,166.0,166.0,,,yes,874.0,2.0,50000000.0,43000000.0,,,21207.0,18291.0,0.398,0.0017,1.474,0.001,,,Cheng et al. 2000,33714.0,166.0,166.0,,,,,,,
5297,322,MC-ICP-MS U/Th,62.0,,FS-46,calcite,50.0,200.0,34553.0,271.0,271.0,,,yes,954.0,2.0,226000000.0,53000000.0,,,5310.0,1257.0,0.4116,0.0028,1.545,0.002,,,Cheng et al. 2000,34488.0,271.0,271.0,,,,,,,
5298,322,MC-ICP-MS U/Th,64.5,,FS-47,calcite,50.0,200.0,35413.0,217.0,217.0,,,yes,884.0,2.0,136000000.0,51000000.0,,,8100.0,3028.0,0.4067,0.0021,1.446,0.001,,,Cheng et al. 2000,35351.0,217.0,217.0,,,,,,,
5299,322,MC-ICP-MS U/Th,65.6,,FS-48,calcite,50.0,200.0,35023.0,167.0,167.0,,,yes,940.0,2.0,621000000.0,52000000.0,,,1891.0,159.0,0.4085,0.0017,1.515,0.001,,,Cheng et al. 2000,34943.0,168.0,168.0,,,,,,,
5300,322,MC-ICP-MS U/Th,69.5,,FS-49,calcite,50.0,200.0,36146.0,189.0,189.0,,,yes,851.0,2.0,201000000.0,54000000.0,,,5403.0,1442.0,0.4171,0.0018,1.506,0.001,,,Cheng et al. 2000,36081.0,189.0,189.0,,,,,,,
5301,322,MC-ICP-MS U/Th,71.8,,FS-5,calcite,50.0,200.0,37130.0,212.0,212.0,,,yes,772.0,2.0,97000000.0,49000000.0,,,10321.0,5268.0,0.4235,0.002,1.446,0.001,,,Cheng et al. 2000,37068.0,212.0,212.0,,,,,,,
5302,322,MC-ICP-MS U/Th,74.5,,FS-50,calcite,50.0,200.0,37461.0,187.0,187.0,,,yes,712.0,2.0,19000000.0,58000000.0,,,48820.0,149945.0,0.4268,0.0018,1.496,0.002,,,Cheng et al. 2000,37403.0,187.0,187.0,,,,,,,
5303,322,MC-ICP-MS U/Th,75.3,,FS-51,calcite,50.0,200.0,37357.0,215.0,215.0,,,yes,705.0,2.0,35000000.0,37000000.0,,,26060.0,27560.0,0.4273,0.0021,1.451,0.001,,,Cheng et al. 2000,37298.0,215.0,215.0,,,,,,,
5304,322,MC-ICP-MS U/Th,77.5,,FS-52,calcite,50.0,200.0,37419.0,264.0,264.0,,,yes,666.0,2.0,42000000.0,58000000.0,,,20378.0,28090.0,0.4205,0.0025,1.475,0.002,,,Cheng et al. 2000,37360.0,264.0,264.0,,,,,,,
5305,322,MC-ICP-MS U/Th,80.5,,FS-53,calcite,50.0,200.0,37693.0,200.0,200.0,,,yes,729.0,2.0,424000000.0,57000000.0,,,2249.0,300.0,0.4281,0.0019,1.444,0.001,,,Cheng et al. 2000,37616.0,201.0,201.0,,,,,,,
5306,322,MC-ICP-MS U/Th,82.2,,FS-54,calcite,50.0,200.0,38067.0,181.0,181.0,,,yes,733.0,2.0,206000000.0,37000000.0,,,4743.0,849.0,0.4354,0.0017,1.455,0.001,,,Cheng et al. 2000,38000.0,181.0,181.0,,,,,,,
5307,322,MC-ICP-MS U/Th,82.5,,FS-55,calcite,50.0,200.0,39052.0,235.0,235.0,,,yes,852.0,3.0,166000000.0,56000000.0,,,7093.0,2393.0,0.4524,0.0022,1.535,0.002,,,Cheng et al. 2000,38989.0,235.0,235.0,,,,,,,
5308,322,MC-ICP-MS U/Th,86.5,,FS-56,calcite,50.0,200.0,41157.0,224.0,224.0,,,yes,763.0,2.0,390000000.0,51000000.0,,,2704.0,354.0,0.4521,0.002,1.468,0.002,,,Cheng et al. 2000,41081.0,224.0,224.0,,,,,,,
5309,322,MC-ICP-MS U/Th,87.3,,FS-57,calcite,50.0,200.0,41497.0,922.0,922.0,,,yes,764.0,2.0,233000000.0,45000000.0,,,4610.0,895.0,0.4594,0.0085,1.429,0.001,,,Cheng et al. 2000,41429.0,922.0,922.0,,,,,,,
5310,322,MC-ICP-MS U/Th,89.5,,FS-58,calcite,50.0,200.0,42386.0,231.0,231.0,,,yes,826.0,2.0,558000000.0,54000000.0,,,2087.0,201.0,0.4613,0.002,1.41,0.002,,,Cheng et al. 2000,42305.0,231.0,231.0,,,,,,,
5311,322,MC-ICP-MS U/Th,90.1,,FS-59,calcite,50.0,200.0,42222.0,232.0,232.0,,,yes,955.0,3.0,179000000.0,43000000.0,,,7580.0,1823.0,0.4648,0.0021,1.425,0.001,,,Cheng et al. 2000,42159.0,232.0,232.0,,,,,,,
5312,322,MC-ICP-MS U/Th,92.5,,FS-6,calcite,50.0,200.0,44032.0,252.0,252.0,,,yes,1062.0,3.0,209000000.0,51000000.0,,,7551.0,1851.0,0.487,0.0022,1.441,0.002,,,Cheng et al. 2000,43968.0,252.0,252.0,,,,,,,
5313,322,MC-ICP-MS U/Th,93.0,,FS-60,calcite,50.0,200.0,44535.0,248.0,248.0,,,yes,1020.0,3.0,285000000.0,58000000.0,,,5305.0,1081.0,0.4853,0.0022,1.423,0.001,,,Cheng et al. 2000,44468.0,248.0,248.0,,,,,,,
5314,322,MC-ICP-MS U/Th,96.5,,FS-61,calcite,50.0,200.0,44978.0,231.0,231.0,,,yes,1093.0,3.0,495000000.0,46000000.0,,,3253.0,303.0,0.482,0.002,1.403,0.001,,,Cheng et al. 2000,44904.0,231.0,231.0,,,,,,,
5315,322,MC-ICP-MS U/Th,97.0,,FS-62,calcite,50.0,200.0,45938.0,476.0,476.0,,,yes,1037.0,5.0,1884000000.0,24000000.0,,,823.0,12.0,0.4894,0.0037,1.4,0.005,,,Cheng et al. 2000,45815.0,476.0,476.0,,,,,,,
5316,322,MC-ICP-MS U/Th,99.5,,FS-63,calcite,50.0,200.0,46746.0,256.0,256.0,,,yes,892.0,2.0,1876000000.0,54000000.0,,,724.0,21.0,0.4979,0.0021,1.404,0.002,,,Cheng et al. 2000,46613.0,259.0,259.0,,,,,,,
